epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1602949048794,2020-10-17T11:37:28.794,0.000,-0.671,-0.549,-1.037
1602949048804,2020-10-17T11:37:28.804,0.010,-0.305,-0.427,-0.915
1602949048814,2020-10-17T11:37:28.814,0.020,-0.610,-0.854,-1.402
1602949048824,2020-10-17T11:37:28.824,0.030,-1.037,-1.280,-1.524
1602949048834,2020-10-17T11:37:28.834,0.040,-1.037,-1.463,-1.463
1602949048844,2020-10-17T11:37:28.844,0.050,-0.732,-1.646,-1.220
1602949048854,2020-10-17T11:37:28.854,0.060,-0.549,-1.524,-1.098
1602949048864,2020-10-17T11:37:28.864,0.070,-0.366,-1.402,-1.037
1602949048874,2020-10-17T11:37:28.874,0.080,-0.183,-1.341,-1.220
1602949048884,2020-10-17T11:37:28.884,0.090,-0.061,-0.976,-1.585
1602949048894,2020-10-17T11:37:28.894,0.100,-0.122,-0.610,-1.890
1602949048904,2020-10-17T11:37:28.904,0.110,-0.366,-0.488,-2.439
1602949048914,2020-10-17T11:37:28.914,0.120,-0.427,-0.427,-2.622
1602949048924,2020-10-17T11:37:28.924,0.130,-0.244,-0.488,-2.683
1602949048934,2020-10-17T11:37:28.934,0.140,-0.061,-0.305,-2.866
1602949048944,2020-10-17T11:37:28.944,0.150,-0.427,0.061,-3.720
1602949048954,2020-10-17T11:37:28.954,0.160,-0.732,0.671,-4.878
1602949048964,2020-10-17T11:37:28.964,0.170,-0.793,1.951,-5.610
1602949048974,2020-10-17T11:37:28.974,0.180,-0.732,3.963,-5.366
1602949048984,2020-10-17T11:37:28.984,0.190,-0.305,5.854,-4.695
1602949048994,2020-10-17T11:37:28.994,0.200,0.122,7.561,-4.817
1602949049004,2020-10-17T11:37:29.004,0.210,-0.061,9.512,-5.976
1602949049014,2020-10-17T11:37:29.014,0.220,-0.366,11.098,-7.317
1602949049024,2020-10-17T11:37:29.024,0.230,-0.915,11.951,-9.024
1602949049034,2020-10-17T11:37:29.034,0.240,-1.768,12.073,-11.098
