epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1602947329560,2020-10-17T11:08:49.560,0.000,1.037,0.427,1.951
1602947329570,2020-10-17T11:08:49.570,0.010,1.098,0.488,1.707
1602947329580,2020-10-17T11:08:49.580,0.020,0.854,1.037,1.463
1602947329590,2020-10-17T11:08:49.590,0.030,0.427,1.220,0.976
1602947329600,2020-10-17T11:08:49.600,0.040,0.305,1.524,0.305
1602947329610,2020-10-17T11:08:49.610,0.050,0.305,1.829,-0.061
1602947329620,2020-10-17T11:08:49.620,0.060,0.366,1.768,-0.244
1602947329630,2020-10-17T11:08:49.630,0.070,0.366,1.829,-0.427
1602947329640,2020-10-17T11:08:49.640,0.080,0.366,1.707,-0.549
1602947329650,2020-10-17T11:08:49.650,0.090,0.366,1.402,-0.488
1602947329660,2020-10-17T11:08:49.660,0.100,0.122,1.037,-0.488
1602947329670,2020-10-17T11:08:49.670,0.110,0.061,0.793,-0.610
1602947329680,2020-10-17T11:08:49.680,0.120,-0.061,0.549,-0.610
1602947329690,2020-10-17T11:08:49.690,0.130,0.000,0.183,-0.671
1602947329700,2020-10-17T11:08:49.700,0.140,-0.122,-0.366,-0.671
1602947329710,2020-10-17T11:08:49.710,0.150,-0.488,-0.854,-0.793
1602947329720,2020-10-17T11:08:49.720,0.160,-0.610,-1.524,-0.915
1602947329730,2020-10-17T11:08:49.730,0.170,-0.793,-2.012,-0.610
1602947329740,2020-10-17T11:08:49.740,0.180,-0.305,-2.378,-0.366
1602947329750,2020-10-17T11:08:49.750,0.190,0.122,-2.500,-0.427
1602947329760,2020-10-17T11:08:49.760,0.200,0.427,-2.500,-0.366
1602947329770,2020-10-17T11:08:49.770,0.210,0.732,-2.439,-0.061
1602947329780,2020-10-17T11:08:49.780,0.220,0.793,-2.439,0.366
1602947329790,2020-10-17T11:08:49.790,0.230,0.610,-2.378,0.732
1602947329800,2020-10-17T11:08:49.800,0.240,0.366,-2.256,0.793
1602947329810,2020-10-17T11:08:49.810,0.250,0.000,-2.134,0.549
1602947329820,2020-10-17T11:08:49.820,0.260,-0.366,-1.951,0.488
1602947329830,2020-10-17T11:08:49.830,0.270,-0.305,-1.707,0.427
1602947329840,2020-10-17T11:08:49.840,0.280,-0.183,-1.463,0.244
1602947329850,2020-10-17T11:08:49.850,0.290,0.061,-1.098,0.061
1602947329860,2020-10-17T11:08:49.860,0.300,0.427,-0.854,0.122
1602947329870,2020-10-17T11:08:49.870,0.310,0.610,-0.793,0.244
1602947329880,2020-10-17T11:08:49.880,0.320,0.793,-0.732,0.305
1602947329890,2020-10-17T11:08:49.890,0.330,0.854,-0.793,0.366
1602947329900,2020-10-17T11:08:49.900,0.340,0.671,-0.793,0.122
1602947329910,2020-10-17T11:08:49.910,0.350,0.610,-0.732,-0.244
1602947329920,2020-10-17T11:08:49.920,0.360,0.793,-0.610,-0.366
1602947329930,2020-10-17T11:08:49.930,0.370,0.854,-0.610,-0.366
1602947329940,2020-10-17T11:08:49.940,0.380,0.793,-0.549,-0.488
1602947329950,2020-10-17T11:08:49.950,0.390,0.549,-0.671,-0.549
1602947329960,2020-10-17T11:08:49.960,0.400,0.366,-0.915,-0.305
1602947329970,2020-10-17T11:08:49.970,0.410,0.366,-1.037,0.000
1602947329980,2020-10-17T11:08:49.980,0.420,0.305,-1.220,0.122
1602947329990,2020-10-17T11:08:49.990,0.430,0.427,-1.341,0.061
1602947330000,2020-10-17T11:08:50.000,0.440,0.488,-1.463,-0.061
1602947330010,2020-10-17T11:08:50.010,0.450,0.549,-1.341,-0.244
1602947330020,2020-10-17T11:08:50.020,0.460,0.610,-1.341,-0.549
1602947330030,2020-10-17T11:08:50.030,0.470,0.732,-1.402,-0.915
1602947330040,2020-10-17T11:08:50.040,0.480,0.610,-1.463,-1.280
1602947330050,2020-10-17T11:08:50.050,0.490,0.549,-1.524,-1.524
1602947330060,2020-10-17T11:08:50.060,0.500,0.427,-1.524,-1.829
1602947330070,2020-10-17T11:08:50.070,0.510,0.305,-1.463,-2.195
1602947330080,2020-10-17T11:08:50.080,0.520,0.244,-1.402,-2.439
1602947330090,2020-10-17T11:08:50.090,0.530,0.244,-1.402,-2.317
1602947330100,2020-10-17T11:08:50.100,0.540,0.305,-1.402,-1.890
1602947330110,2020-10-17T11:08:50.110,0.550,0.244,-1.280,-1.768
1602947330120,2020-10-17T11:08:50.120,0.560,0.366,-1.098,-1.829
1602947330130,2020-10-17T11:08:50.130,0.570,0.427,-0.976,-1.829
1602947330140,2020-10-17T11:08:50.140,0.580,0.549,-0.854,-1.768
1602947330150,2020-10-17T11:08:50.150,0.590,0.671,-0.305,-1.951
1602947330160,2020-10-17T11:08:50.160,0.600,0.732,0.244,-2.500
1602947330170,2020-10-17T11:08:50.170,0.610,1.098,0.732,-2.805
1602947330180,2020-10-17T11:08:50.180,0.620,1.220,1.159,-3.171
1602947330190,2020-10-17T11:08:50.190,0.630,0.976,1.402,-3.598
1602947330200,2020-10-17T11:08:50.200,0.640,0.488,1.646,-4.085
1602947330210,2020-10-17T11:08:50.210,0.650,0.183,1.646,-4.390
1602947330220,2020-10-17T11:08:50.220,0.660,-0.061,1.707,-4.878
1602947330230,2020-10-17T11:08:50.230,0.670,-0.549,1.585,-5.854
1602947330240,2020-10-17T11:08:50.240,0.680,-0.854,1.646,-6.646
1602947330250,2020-10-17T11:08:50.250,0.690,-1.098,1.646,-7.500
1602947330260,2020-10-17T11:08:50.260,0.700,-1.098,1.646,-8.415
1602947330270,2020-10-17T11:08:50.270,0.710,-1.098,1.646,-8.902
1602947330280,2020-10-17T11:08:50.280,0.720,-1.159,1.463,-9.207
1602947330290,2020-10-17T11:08:50.290,0.730,-1.159,1.280,-9.390
1602947330300,2020-10-17T11:08:50.300,0.740,-1.220,1.159,-9.329
1602947330310,2020-10-17T11:08:50.310,0.750,-1.341,0.915,-9.512
1602947330320,2020-10-17T11:08:50.320,0.760,-1.159,0.732,-9.634
1602947330330,2020-10-17T11:08:50.330,0.770,-1.159,0.549,-9.817
1602947330340,2020-10-17T11:08:50.340,0.780,-1.159,0.305,-10.366
1602947330350,2020-10-17T11:08:50.350,0.790,-1.159,0.366,-11.280
1602947330360,2020-10-17T11:08:50.360,0.800,-1.402,0.366,-12.744
1602947330370,2020-10-17T11:08:50.370,0.810,-1.463,0.427,-14.329
1602947330380,2020-10-17T11:08:50.380,0.820,-1.585,0.610,-16.280
1602947330390,2020-10-17T11:08:50.390,0.830,-1.707,0.915,-18.537
1602947330400,2020-10-17T11:08:50.400,0.840,-1.646,1.220,-20.244
1602947330410,2020-10-17T11:08:50.410,0.850,-1.585,1.768,-21.585
1602947330420,2020-10-17T11:08:50.420,0.860,-1.829,2.073,-22.927
1602947330430,2020-10-17T11:08:50.430,0.870,-2.012,2.256,-24.329
1602947330440,2020-10-17T11:08:50.440,0.880,-2.378,2.439,-25.610
1602947330450,2020-10-17T11:08:50.450,0.890,-2.439,2.500,-26.524
1602947330460,2020-10-17T11:08:50.460,0.900,-2.195,2.866,-27.439
1602947330470,2020-10-17T11:08:50.470,0.910,-2.012,3.293,-28.963
1602947330480,2020-10-17T11:08:50.480,0.920,-1.829,3.780,-29.939
1602947330490,2020-10-17T11:08:50.490,0.930,-1.585,4.268,-30.854
1602947330500,2020-10-17T11:08:50.500,0.940,-1.951,4.634,-32.256
1602947330510,2020-10-17T11:08:50.510,0.950,-2.378,4.817,-33.659
1602947330520,2020-10-17T11:08:50.520,0.960,-2.744,4.878,-34.878
1602947330530,2020-10-17T11:08:50.530,0.970,-2.988,4.939,-36.402
1602947330540,2020-10-17T11:08:50.540,0.980,-3.049,4.939,-37.683
1602947330550,2020-10-17T11:08:50.550,0.990,-3.049,5.122,-39.146
1602947330560,2020-10-17T11:08:50.560,1.000,-3.232,5.183,-41.585
1602947330570,2020-10-17T11:08:50.570,1.010,-3.354,5.183,-44.085
1602947330580,2020-10-17T11:08:50.580,1.020,-3.110,5.366,-45.854
1602947330590,2020-10-17T11:08:50.590,1.030,-2.561,5.488,-47.134
1602947330600,2020-10-17T11:08:50.600,1.040,-1.890,5.610,-47.927
1602947330610,2020-10-17T11:08:50.610,1.050,-1.646,5.671,-48.841
1602947330620,2020-10-17T11:08:50.620,1.060,-2.073,5.488,-49.817
1602947330630,2020-10-17T11:08:50.630,1.070,-2.683,5.427,-51.341
1602947330640,2020-10-17T11:08:50.640,1.080,-3.354,5.610,-53.293
1602947330650,2020-10-17T11:08:50.650,1.090,-3.963,5.793,-55.061
1602947330660,2020-10-17T11:08:50.660,1.100,-4.329,5.854,-56.524
1602947330670,2020-10-17T11:08:50.670,1.110,-4.573,5.671,-57.683
1602947330680,2020-10-17T11:08:50.680,1.120,-4.451,5.549,-58.598
1602947330690,2020-10-17T11:08:50.690,1.130,-4.390,5.732,-59.512
1602947330700,2020-10-17T11:08:50.700,1.140,-4.756,5.854,-61.098
1602947330710,2020-10-17T11:08:50.710,1.150,-5.366,5.732,-63.171
1602947330720,2020-10-17T11:08:50.720,1.160,-6.159,5.793,-65.183
1602947330730,2020-10-17T11:08:50.730,1.170,-7.378,5.976,-67.744
1602947330740,2020-10-17T11:08:50.740,1.180,-8.841,5.915,-70.793
1602947330750,2020-10-17T11:08:50.750,1.190,-10.549,5.793,-74.390
1602947330760,2020-10-17T11:08:50.760,1.200,-11.646,5.610,-77.805
1602947330770,2020-10-17T11:08:50.770,1.210,-12.439,5.061,-80.915
1602947330780,2020-10-17T11:08:50.780,1.220,-13.171,4.146,-84.146
1602947330790,2020-10-17T11:08:50.790,1.230,-13.476,3.232,-88.110
1602947330800,2020-10-17T11:08:50.800,1.240,-13.232,2.439,-92.500
1602947330810,2020-10-17T11:08:50.810,1.250,-13.720,1.585,-97.378
1602947330820,2020-10-17T11:08:50.820,1.260,-15.488,0.549,-102.500
1602947330830,2020-10-17T11:08:50.830,1.270,-17.134,-0.488,-107.073
1602947330840,2020-10-17T11:08:50.840,1.280,-18.902,-1.707,-111.098
1602947330850,2020-10-17T11:08:50.850,1.290,-20.793,-2.500,-114.817
1602947330860,2020-10-17T11:08:50.860,1.300,-22.500,-2.683,-118.415
1602947330870,2020-10-17T11:08:50.870,1.310,-23.354,-2.561,-121.402
1602947330880,2020-10-17T11:08:50.880,1.320,-24.512,-2.195,-123.841
