epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1627859571575,2021-08-01T19:12:51.575,0.000,-0.406,0.680,-0.548
1627859571585,2021-08-01T19:12:51.585,0.010,-0.412,0.686,-0.551
1627859571595,2021-08-01T19:12:51.595,0.020,-0.416,0.679,-0.549
1627859571605,2021-08-01T19:12:51.605,0.030,-0.416,0.680,-0.550
1627859571615,2021-08-01T19:12:51.615,0.040,-0.418,0.685,-0.551
1627859571625,2021-08-01T19:12:51.625,0.050,-0.419,0.688,-0.550
1627859571635,2021-08-01T19:12:51.635,0.060,-0.417,0.690,-0.557
1627859571645,2021-08-01T19:12:51.645,0.070,-0.415,0.691,-0.556
1627859571655,2021-08-01T19:12:51.655,0.080,-0.414,0.689,-0.557
1627859571665,2021-08-01T19:12:51.665,0.090,-0.414,0.684,-0.551
1627859571675,2021-08-01T19:12:51.675,0.100,-0.414,0.682,-0.550
1627859571685,2021-08-01T19:12:51.685,0.110,-0.415,0.683,-0.551
1627859571695,2021-08-01T19:12:51.695,0.120,-0.413,0.683,-0.550
1627859571705,2021-08-01T19:12:51.705,0.130,-0.412,0.682,-0.553
1627859571715,2021-08-01T19:12:51.715,0.140,-0.414,0.684,-0.552
1627859571725,2021-08-01T19:12:51.725,0.150,-0.414,0.685,-0.555
1627859571735,2021-08-01T19:12:51.735,0.160,-0.417,0.688,-0.556
1627859571745,2021-08-01T19:12:51.745,0.170,-0.416,0.686,-0.554
1627859571755,2021-08-01T19:12:51.755,0.180,-0.412,0.681,-0.555
1627859571765,2021-08-01T19:12:51.765,0.190,-0.411,0.678,-0.555
1627859571775,2021-08-01T19:12:51.775,0.200,-0.413,0.677,-0.555
1627859571785,2021-08-01T19:12:51.785,0.210,-0.414,0.677,-0.553
1627859571795,2021-08-01T19:12:51.795,0.220,-0.416,0.682,-0.555
1627859571805,2021-08-01T19:12:51.805,0.230,-0.419,0.683,-0.553
1627859571815,2021-08-01T19:12:51.815,0.240,-0.426,0.688,-0.550
1627859571825,2021-08-01T19:12:51.825,0.250,-0.434,0.693,-0.554
1627859571835,2021-08-01T19:12:51.835,0.260,-0.438,0.695,-0.558
1627859571845,2021-08-01T19:12:51.845,0.270,-0.443,0.695,-0.554
1627859571855,2021-08-01T19:12:51.855,0.280,-0.444,0.691,-0.554
1627859571865,2021-08-01T19:12:51.865,0.290,-0.438,0.689,-0.556
1627859571875,2021-08-01T19:12:51.875,0.300,-0.432,0.688,-0.553
1627859571885,2021-08-01T19:12:51.885,0.310,-0.432,0.680,-0.557
1627859571895,2021-08-01T19:12:51.895,0.320,-0.425,0.679,-0.552
1627859571905,2021-08-01T19:12:51.905,0.330,-0.418,0.679,-0.552
1627859571915,2021-08-01T19:12:51.915,0.340,-0.417,0.678,-0.556
1627859571925,2021-08-01T19:12:51.925,0.350,-0.417,0.677,-0.557
1627859571935,2021-08-01T19:12:51.935,0.360,-0.414,0.677,-0.556
1627859571945,2021-08-01T19:12:51.945,0.370,-0.420,0.672,-0.561
1627859571955,2021-08-01T19:12:51.955,0.380,-0.419,0.673,-0.565
1627859571965,2021-08-01T19:12:51.965,0.390,-0.414,0.676,-0.569
1627859571975,2021-08-01T19:12:51.975,0.400,-0.416,0.682,-0.573
1627859571985,2021-08-01T19:12:51.985,0.410,-0.415,0.686,-0.576
1627859571995,2021-08-01T19:12:51.995,0.420,-0.408,0.688,-0.578
1627859572005,2021-08-01T19:12:52.005,0.430,-0.406,0.689,-0.579
1627859572015,2021-08-01T19:12:52.015,0.440,-0.408,0.684,-0.576
1627859572025,2021-08-01T19:12:52.025,0.450,-0.408,0.679,-0.571
1627859572035,2021-08-01T19:12:52.035,0.460,-0.406,0.677,-0.571
1627859572045,2021-08-01T19:12:52.045,0.470,-0.400,0.681,-0.569
1627859572055,2021-08-01T19:12:52.055,0.480,-0.400,0.683,-0.573
1627859572065,2021-08-01T19:12:52.065,0.490,-0.397,0.689,-0.574
1627859572075,2021-08-01T19:12:52.075,0.500,-0.398,0.693,-0.575
1627859572085,2021-08-01T19:12:52.085,0.510,-0.396,0.689,-0.571
1627859572095,2021-08-01T19:12:52.095,0.520,-0.394,0.688,-0.567
1627859572105,2021-08-01T19:12:52.105,0.530,-0.396,0.692,-0.562
1627859572115,2021-08-01T19:12:52.115,0.540,-0.397,0.696,-0.556
1627859572125,2021-08-01T19:12:52.125,0.550,-0.408,0.696,-0.552
1627859572135,2021-08-01T19:12:52.135,0.560,-0.411,0.695,-0.552
1627859572145,2021-08-01T19:12:52.145,0.570,-0.414,0.692,-0.546
1627859572155,2021-08-01T19:12:52.155,0.580,-0.414,0.689,-0.543
1627859572165,2021-08-01T19:12:52.165,0.590,-0.412,0.689,-0.543
1627859572175,2021-08-01T19:12:52.175,0.600,-0.413,0.692,-0.546
1627859572185,2021-08-01T19:12:52.185,0.610,-0.411,0.692,-0.552
1627859572195,2021-08-01T19:12:52.195,0.620,-0.411,0.692,-0.554
1627859572205,2021-08-01T19:12:52.205,0.630,-0.408,0.690,-0.556
1627859572215,2021-08-01T19:12:52.215,0.640,-0.405,0.688,-0.557
1627859572225,2021-08-01T19:12:52.225,0.650,-0.405,0.689,-0.554
1627859572235,2021-08-01T19:12:52.235,0.660,-0.407,0.688,-0.556
1627859572245,2021-08-01T19:12:52.245,0.670,-0.404,0.688,-0.554
1627859572255,2021-08-01T19:12:52.255,0.680,-0.406,0.687,-0.551
1627859572265,2021-08-01T19:12:52.265,0.690,-0.407,0.690,-0.551
1627859572275,2021-08-01T19:12:52.275,0.700,-0.412,0.694,-0.553
1627859572285,2021-08-01T19:12:52.285,0.710,-0.414,0.698,-0.560
1627859572295,2021-08-01T19:12:52.295,0.720,-0.413,0.700,-0.560
1627859572305,2021-08-01T19:12:52.305,0.730,-0.416,0.693,-0.560
1627859572315,2021-08-01T19:12:52.315,0.740,-0.413,0.691,-0.561
1627859572325,2021-08-01T19:12:52.325,0.750,-0.402,0.688,-0.561
1627859572335,2021-08-01T19:12:52.335,0.760,-0.399,0.685,-0.559
1627859572345,2021-08-01T19:12:52.345,0.770,-0.396,0.685,-0.565
1627859572355,2021-08-01T19:12:52.355,0.780,-0.393,0.681,-0.570
1627859572365,2021-08-01T19:12:52.365,0.790,-0.389,0.678,-0.574
1627859572375,2021-08-01T19:12:52.375,0.800,-0.378,0.678,-0.578
1627859572385,2021-08-01T19:12:52.385,0.810,-0.370,0.675,-0.580
1627859572395,2021-08-01T19:12:52.395,0.820,-0.368,0.677,-0.586
1627859572405,2021-08-01T19:12:52.405,0.830,-0.365,0.679,-0.591
1627859572415,2021-08-01T19:12:52.415,0.840,-0.363,0.678,-0.596
1627859572425,2021-08-01T19:12:52.425,0.850,-0.357,0.675,-0.602
1627859572435,2021-08-01T19:12:52.435,0.860,-0.348,0.674,-0.610
1627859572445,2021-08-01T19:12:52.445,0.870,-0.341,0.677,-0.615
1627859572455,2021-08-01T19:12:52.455,0.880,-0.331,0.679,-0.625
1627859572465,2021-08-01T19:12:52.465,0.890,-0.326,0.683,-0.630
1627859572475,2021-08-01T19:12:52.475,0.900,-0.319,0.674,-0.627
1627859572485,2021-08-01T19:12:52.485,0.910,-0.315,0.659,-0.623
1627859572495,2021-08-01T19:12:52.495,0.920,-0.305,0.647,-0.619
1627859572505,2021-08-01T19:12:52.505,0.930,-0.299,0.648,-0.620
1627859572515,2021-08-01T19:12:52.515,0.940,-0.295,0.663,-0.627
1627859572525,2021-08-01T19:12:52.525,0.950,-0.299,0.678,-0.637
1627859572535,2021-08-01T19:12:52.535,0.960,-0.299,0.686,-0.637
1627859572545,2021-08-01T19:12:52.545,0.970,-0.306,0.681,-0.623
1627859572555,2021-08-01T19:12:52.555,0.980,-0.315,0.668,-0.610
1627859572565,2021-08-01T19:12:52.565,0.990,-0.334,0.661,-0.599
1627859572575,2021-08-01T19:12:52.575,1.000,-0.355,0.651,-0.592
1627859572585,2021-08-01T19:12:52.585,1.010,-0.370,0.648,-0.590
1627859572595,2021-08-01T19:12:52.595,1.020,-0.370,0.649,-0.591
1627859572605,2021-08-01T19:12:52.605,1.030,-0.375,0.644,-0.588
1627859572615,2021-08-01T19:12:52.615,1.040,-0.378,0.634,-0.587
1627859572625,2021-08-01T19:12:52.625,1.050,-0.375,0.633,-0.587
1627859572635,2021-08-01T19:12:52.635,1.060,-0.375,0.634,-0.591
1627859572645,2021-08-01T19:12:52.645,1.070,-0.377,0.635,-0.599
1627859572655,2021-08-01T19:12:52.655,1.080,-0.377,0.642,-0.606
1627859572665,2021-08-01T19:12:52.665,1.090,-0.381,0.646,-0.614
1627859572675,2021-08-01T19:12:52.675,1.100,-0.380,0.650,-0.617
1627859572685,2021-08-01T19:12:52.685,1.110,-0.381,0.652,-0.623
1627859572695,2021-08-01T19:12:52.695,1.120,-0.393,0.653,-0.623
1627859572705,2021-08-01T19:12:52.705,1.130,-0.411,0.653,-0.619
1627859572715,2021-08-01T19:12:52.715,1.140,-0.418,0.652,-0.619
1627859572725,2021-08-01T19:12:52.725,1.150,-0.423,0.659,-0.623
1627859572735,2021-08-01T19:12:52.735,1.160,-0.429,0.664,-0.624
1627859572745,2021-08-01T19:12:52.745,1.170,-0.433,0.662,-0.625
1627859572755,2021-08-01T19:12:52.755,1.180,-0.432,0.662,-0.625
1627859572765,2021-08-01T19:12:52.765,1.190,-0.429,0.661,-0.625
1627859572775,2021-08-01T19:12:52.775,1.200,-0.412,0.663,-0.625
1627859572785,2021-08-01T19:12:52.785,1.210,-0.388,0.665,-0.622
1627859572795,2021-08-01T19:12:52.795,1.220,-0.361,0.676,-0.616
1627859572805,2021-08-01T19:12:52.805,1.230,-0.330,0.692,-0.617
1627859572815,2021-08-01T19:12:52.815,1.240,-0.310,0.706,-0.617
1627859572825,2021-08-01T19:12:52.825,1.250,-0.306,0.708,-0.615
1627859572835,2021-08-01T19:12:52.835,1.260,-0.308,0.703,-0.611
1627859572845,2021-08-01T19:12:52.845,1.270,-0.315,0.691,-0.598
1627859572855,2021-08-01T19:12:52.855,1.280,-0.313,0.679,-0.580
1627859572865,2021-08-01T19:12:52.865,1.290,-0.312,0.676,-0.571
1627859572875,2021-08-01T19:12:52.875,1.300,-0.311,0.692,-0.572
1627859572885,2021-08-01T19:12:52.885,1.310,-0.313,0.711,-0.578
1627859572895,2021-08-01T19:12:52.895,1.320,-0.313,0.724,-0.583
1627859572905,2021-08-01T19:12:52.905,1.330,-0.313,0.721,-0.574
1627859572915,2021-08-01T19:12:52.915,1.340,-0.317,0.709,-0.561
1627859572925,2021-08-01T19:12:52.925,1.350,-0.327,0.695,-0.541
