epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1603641101030,2020-10-25T11:51:41.030,0.000,-0.458,-0.731,-0.392
1603641101040,2020-10-25T11:51:41.040,0.010,-0.467,-0.732,-0.394
1603641101050,2020-10-25T11:51:41.050,0.020,-0.467,-0.725,-0.387
1603641101060,2020-10-25T11:51:41.060,0.030,-0.474,-0.723,-0.385
1603641101070,2020-10-25T11:51:41.070,0.040,-0.478,-0.725,-0.388
1603641101080,2020-10-25T11:51:41.080,0.050,-0.477,-0.725,-0.393
1603641101090,2020-10-25T11:51:41.090,0.060,-0.478,-0.721,-0.390
1603641101100,2020-10-25T11:51:41.100,0.070,-0.479,-0.719,-0.393
1603641101110,2020-10-25T11:51:41.110,0.080,-0.479,-0.722,-0.399
1603641101120,2020-10-25T11:51:41.120,0.090,-0.482,-0.715,-0.398
1603641101130,2020-10-25T11:51:41.130,0.100,-0.486,-0.708,-0.395
1603641101140,2020-10-25T11:51:41.140,0.110,-0.495,-0.702,-0.395
1603641101150,2020-10-25T11:51:41.150,0.120,-0.499,-0.693,-0.399
1603641101160,2020-10-25T11:51:41.160,0.130,-0.503,-0.685,-0.401
1603641101170,2020-10-25T11:51:41.170,0.140,-0.509,-0.679,-0.405
1603641101180,2020-10-25T11:51:41.180,0.150,-0.516,-0.669,-0.409
1603641101190,2020-10-25T11:51:41.190,0.160,-0.525,-0.665,-0.415
1603641101200,2020-10-25T11:51:41.200,0.170,-0.533,-0.665,-0.422
1603641101210,2020-10-25T11:51:41.210,0.180,-0.538,-0.657,-0.425
1603641101220,2020-10-25T11:51:41.220,0.190,-0.538,-0.657,-0.429
1603641101230,2020-10-25T11:51:41.230,0.200,-0.531,-0.660,-0.438
1603641101240,2020-10-25T11:51:41.240,0.210,-0.527,-0.660,-0.447
1603641101250,2020-10-25T11:51:41.250,0.220,-0.522,-0.662,-0.452
1603641101260,2020-10-25T11:51:41.260,0.230,-0.521,-0.660,-0.458
1603641101270,2020-10-25T11:51:41.270,0.240,-0.520,-0.655,-0.456
1603641101280,2020-10-25T11:51:41.280,0.250,-0.528,-0.647,-0.453
1603641101290,2020-10-25T11:51:41.290,0.260,-0.535,-0.638,-0.453
1603641101300,2020-10-25T11:51:41.300,0.270,-0.546,-0.640,-0.459
1603641101310,2020-10-25T11:51:41.310,0.280,-0.552,-0.646,-0.471
1603641101320,2020-10-25T11:51:41.320,0.290,-0.556,-0.645,-0.469
1603641101330,2020-10-25T11:51:41.330,0.300,-0.561,-0.645,-0.469
1603641101340,2020-10-25T11:51:41.340,0.310,-0.558,-0.643,-0.471
1603641101350,2020-10-25T11:51:41.350,0.320,-0.555,-0.640,-0.476
1603641101360,2020-10-25T11:51:41.360,0.330,-0.560,-0.632,-0.475
1603641101370,2020-10-25T11:51:41.370,0.340,-0.571,-0.617,-0.469
1603641101380,2020-10-25T11:51:41.380,0.350,-0.579,-0.605,-0.469
1603641101390,2020-10-25T11:51:41.390,0.360,-0.585,-0.598,-0.470
1603641101400,2020-10-25T11:51:41.400,0.370,-0.588,-0.585,-0.465
1603641101410,2020-10-25T11:51:41.410,0.380,-0.584,-0.578,-0.461
1603641101420,2020-10-25T11:51:41.420,0.390,-0.576,-0.570,-0.462
1603641101430,2020-10-25T11:51:41.430,0.400,-0.566,-0.563,-0.463
1603641101440,2020-10-25T11:51:41.440,0.410,-0.561,-0.557,-0.461
