epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1603639905911,2020-10-25T11:31:45.911,0.000,-0.315,-0.891,0.382
1603639905921,2020-10-25T11:31:45.921,0.010,-0.317,-0.900,0.383
1603639905931,2020-10-25T11:31:45.931,0.020,-0.314,-0.898,0.381
1603639905941,2020-10-25T11:31:45.941,0.030,-0.314,-0.901,0.380
1603639905951,2020-10-25T11:31:45.951,0.040,-0.315,-0.904,0.381
1603639905961,2020-10-25T11:31:45.961,0.050,-0.316,-0.899,0.383
1603639905971,2020-10-25T11:31:45.971,0.060,-0.316,-0.893,0.379
1603639905981,2020-10-25T11:31:45.981,0.070,-0.315,-0.890,0.379
1603639905991,2020-10-25T11:31:45.991,0.080,-0.317,-0.881,0.377
1603639906001,2020-10-25T11:31:46.001,0.090,-0.319,-0.875,0.375
1603639906011,2020-10-25T11:31:46.011,0.100,-0.316,-0.878,0.372
1603639906021,2020-10-25T11:31:46.021,0.110,-0.318,-0.886,0.374
1603639906031,2020-10-25T11:31:46.031,0.120,-0.316,-0.889,0.378
1603639906041,2020-10-25T11:31:46.041,0.130,-0.313,-0.892,0.380
1603639906051,2020-10-25T11:31:46.051,0.140,-0.312,-0.895,0.379
1603639906061,2020-10-25T11:31:46.061,0.150,-0.312,-0.893,0.379
1603639906071,2020-10-25T11:31:46.071,0.160,-0.313,-0.891,0.382
1603639906081,2020-10-25T11:31:46.081,0.170,-0.310,-0.896,0.381
1603639906091,2020-10-25T11:31:46.091,0.180,-0.305,-0.898,0.381
1603639906101,2020-10-25T11:31:46.101,0.190,-0.304,-0.901,0.386
1603639906111,2020-10-25T11:31:46.111,0.200,-0.300,-0.908,0.391
1603639906121,2020-10-25T11:31:46.121,0.210,-0.300,-0.913,0.398
1603639906131,2020-10-25T11:31:46.131,0.220,-0.297,-0.913,0.401
1603639906141,2020-10-25T11:31:46.141,0.230,-0.292,-0.917,0.400
1603639906151,2020-10-25T11:31:46.151,0.240,-0.283,-0.921,0.402
1603639906161,2020-10-25T11:31:46.161,0.250,-0.274,-0.923,0.407
1603639906171,2020-10-25T11:31:46.171,0.260,-0.265,-0.924,0.408
1603639906181,2020-10-25T11:31:46.181,0.270,-0.246,-0.931,0.417
1603639906191,2020-10-25T11:31:46.191,0.280,-0.229,-0.931,0.427
1603639906201,2020-10-25T11:31:46.201,0.290,-0.214,-0.921,0.431
1603639906211,2020-10-25T11:31:46.211,0.300,-0.208,-0.918,0.432
1603639906221,2020-10-25T11:31:46.221,0.310,-0.194,-0.921,0.438
