epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1604168963778,2020-10-31T14:29:23.778,0.000,0.424,0.861,-0.054
1604168963788,2020-10-31T14:29:23.788,0.010,0.423,0.882,-0.056
1604168963798,2020-10-31T14:29:23.798,0.020,0.414,0.901,-0.060
1604168963808,2020-10-31T14:29:23.808,0.030,0.414,0.917,-0.054
1604168963818,2020-10-31T14:29:23.818,0.040,0.423,0.928,-0.044
1604168963828,2020-10-31T14:29:23.828,0.050,0.425,0.936,-0.031
1604168963838,2020-10-31T14:29:23.838,0.060,0.425,0.947,-0.024
1604168963848,2020-10-31T14:29:23.848,0.070,0.436,0.960,-0.021
1604168963858,2020-10-31T14:29:23.858,0.080,0.439,0.970,-0.016
1604168963868,2020-10-31T14:29:23.868,0.090,0.431,0.984,-0.021
1604168963878,2020-10-31T14:29:23.878,0.100,0.421,1.004,-0.031
1604168963888,2020-10-31T14:29:23.888,0.110,0.399,1.027,-0.039
1604168963898,2020-10-31T14:29:23.898,0.120,0.376,1.050,-0.048
1604168963908,2020-10-31T14:29:23.908,0.130,0.359,1.071,-0.057
1604168963918,2020-10-31T14:29:23.918,0.140,0.356,1.080,-0.057
1604168963928,2020-10-31T14:29:23.928,0.150,0.358,1.069,-0.051
1604168963938,2020-10-31T14:29:23.938,0.160,0.347,1.050,-0.042
1604168963948,2020-10-31T14:29:23.948,0.170,0.331,1.030,-0.038
1604168963958,2020-10-31T14:29:23.958,0.180,0.314,1.006,-0.037
1604168963968,2020-10-31T14:29:23.968,0.190,0.291,0.996,-0.038
1604168963978,2020-10-31T14:29:23.978,0.200,0.277,0.989,-0.038
1604168963988,2020-10-31T14:29:23.988,0.210,0.266,0.970,-0.034
1604168963998,2020-10-31T14:29:23.998,0.220,0.254,0.943,-0.033
1604168964008,2020-10-31T14:29:24.008,0.230,0.249,0.919,-0.033
1604168964018,2020-10-31T14:29:24.018,0.240,0.248,0.896,-0.032
1604168964028,2020-10-31T14:29:24.028,0.250,0.244,0.876,-0.027
1604168964038,2020-10-31T14:29:24.038,0.260,0.244,0.863,-0.029
1604168964048,2020-10-31T14:29:24.048,0.270,0.241,0.859,-0.032
1604168964058,2020-10-31T14:29:24.058,0.280,0.237,0.860,-0.041
1604168964068,2020-10-31T14:29:24.068,0.290,0.236,0.856,-0.049
1604168964078,2020-10-31T14:29:24.078,0.300,0.242,0.843,-0.044
1604168964088,2020-10-31T14:29:24.088,0.310,0.248,0.829,-0.041
1604168964098,2020-10-31T14:29:24.098,0.320,0.249,0.826,-0.044
1604168964108,2020-10-31T14:29:24.108,0.330,0.246,0.834,-0.053
1604168964118,2020-10-31T14:29:24.118,0.340,0.245,0.850,-0.066
1604168964128,2020-10-31T14:29:24.128,0.350,0.244,0.857,-0.075
1604168964138,2020-10-31T14:29:24.138,0.360,0.248,0.851,-0.076
1604168964148,2020-10-31T14:29:24.148,0.370,0.256,0.850,-0.082
1604168964158,2020-10-31T14:29:24.158,0.380,0.268,0.868,-0.095
1604168964168,2020-10-31T14:29:24.168,0.390,0.292,0.891,-0.107
1604168964178,2020-10-31T14:29:24.178,0.400,0.312,0.899,-0.116
1604168964188,2020-10-31T14:29:24.188,0.410,0.334,0.910,-0.131
1604168964198,2020-10-31T14:29:24.198,0.420,0.362,0.951,-0.157
1604168964208,2020-10-31T14:29:24.208,0.430,0.384,1.001,-0.195
1604168964218,2020-10-31T14:29:24.218,0.440,0.409,1.042,-0.226
1604168964228,2020-10-31T14:29:24.228,0.450,0.435,1.057,-0.244
1604168964238,2020-10-31T14:29:24.238,0.460,0.446,1.030,-0.247
1604168964248,2020-10-31T14:29:24.248,0.470,0.479,0.975,-0.242
1604168964258,2020-10-31T14:29:24.258,0.480,0.504,0.961,-0.247
1604168964268,2020-10-31T14:29:24.268,0.490,0.506,0.999,-0.288
1604168964278,2020-10-31T14:29:24.278,0.500,0.520,1.041,-0.329
1604168964288,2020-10-31T14:29:24.288,0.510,0.549,1.057,-0.349
1604168964298,2020-10-31T14:29:24.298,0.520,0.572,1.043,-0.356
1604168964308,2020-10-31T14:29:24.308,0.530,0.584,1.001,-0.358
1604168964318,2020-10-31T14:29:24.318,0.540,0.598,0.955,-0.361
1604168964328,2020-10-31T14:29:24.328,0.550,0.608,0.934,-0.380
1604168964338,2020-10-31T14:29:24.338,0.560,0.613,0.915,-0.397
1604168964348,2020-10-31T14:29:24.348,0.570,0.609,0.887,-0.402
1604168964358,2020-10-31T14:29:24.358,0.580,0.596,0.851,-0.401
1604168964368,2020-10-31T14:29:24.368,0.590,0.576,0.811,-0.405
1604168964378,2020-10-31T14:29:24.378,0.600,0.544,0.779,-0.417
1604168964388,2020-10-31T14:29:24.388,0.610,0.514,0.755,-0.419
1604168964398,2020-10-31T14:29:24.398,0.620,0.490,0.723,-0.413
1604168964408,2020-10-31T14:29:24.408,0.630,0.466,0.684,-0.403
1604168964418,2020-10-31T14:29:24.418,0.640,0.439,0.650,-0.393
1604168964428,2020-10-31T14:29:24.428,0.650,0.417,0.615,-0.387
1604168964438,2020-10-31T14:29:24.438,0.660,0.405,0.585,-0.379
1604168964448,2020-10-31T14:29:24.448,0.670,0.395,0.563,-0.375
1604168964458,2020-10-31T14:29:24.458,0.680,0.381,0.551,-0.371
1604168964468,2020-10-31T14:29:24.468,0.690,0.363,0.538,-0.359
1604168964478,2020-10-31T14:29:24.478,0.700,0.354,0.543,-0.360
1604168964488,2020-10-31T14:29:24.488,0.710,0.352,0.554,-0.365
1604168964498,2020-10-31T14:29:24.498,0.720,0.341,0.563,-0.360
