epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1604166745094,2020-10-31T13:52:25.094,0.000,-0.395,0.891,-0.249
1604166745104,2020-10-31T13:52:25.104,0.010,-0.400,0.890,-0.252
1604166745114,2020-10-31T13:52:25.114,0.020,-0.410,0.881,-0.254
1604166745124,2020-10-31T13:52:25.124,0.030,-0.407,0.876,-0.255
1604166745134,2020-10-31T13:52:25.134,0.040,-0.413,0.882,-0.261
1604166745144,2020-10-31T13:52:25.144,0.050,-0.418,0.883,-0.262
1604166745154,2020-10-31T13:52:25.154,0.060,-0.422,0.875,-0.268
1604166745164,2020-10-31T13:52:25.164,0.070,-0.425,0.875,-0.269
1604166745174,2020-10-31T13:52:25.174,0.080,-0.451,0.889,-0.276
1604166745184,2020-10-31T13:52:25.184,0.090,-0.449,0.889,-0.274
1604166745194,2020-10-31T13:52:25.194,0.100,-0.430,0.863,-0.263
1604166745204,2020-10-31T13:52:25.204,0.110,-0.428,0.837,-0.258
1604166745214,2020-10-31T13:52:25.214,0.120,-0.440,0.829,-0.258
1604166745224,2020-10-31T13:52:25.224,0.130,-0.444,0.818,-0.252
1604166745234,2020-10-31T13:52:25.234,0.140,-0.456,0.817,-0.258
1604166745244,2020-10-31T13:52:25.244,0.150,-0.463,0.819,-0.265
1604166745254,2020-10-31T13:52:25.254,0.160,-0.474,0.821,-0.272
1604166745264,2020-10-31T13:52:25.264,0.170,-0.484,0.819,-0.277
1604166745274,2020-10-31T13:52:25.274,0.180,-0.484,0.808,-0.271
1604166745284,2020-10-31T13:52:25.284,0.190,-0.495,0.804,-0.272
1604166745294,2020-10-31T13:52:25.294,0.200,-0.499,0.799,-0.271
1604166745304,2020-10-31T13:52:25.304,0.210,-0.500,0.788,-0.266
1604166745314,2020-10-31T13:52:25.314,0.220,-0.508,0.780,-0.264
1604166745324,2020-10-31T13:52:25.324,0.230,-0.518,0.777,-0.264
1604166745334,2020-10-31T13:52:25.334,0.240,-0.524,0.778,-0.265
1604166745344,2020-10-31T13:52:25.344,0.250,-0.539,0.777,-0.265
1604166745354,2020-10-31T13:52:25.354,0.260,-0.547,0.784,-0.271
1604166745364,2020-10-31T13:52:25.364,0.270,-0.552,0.791,-0.277
1604166745374,2020-10-31T13:52:25.374,0.280,-0.557,0.790,-0.287
1604166745384,2020-10-31T13:52:25.384,0.290,-0.554,0.781,-0.281
1604166745394,2020-10-31T13:52:25.394,0.300,-0.554,0.774,-0.290
1604166745404,2020-10-31T13:52:25.404,0.310,-0.551,0.767,-0.299
1604166745414,2020-10-31T13:52:25.414,0.320,-0.547,0.755,-0.292
1604166745424,2020-10-31T13:52:25.424,0.330,-0.547,0.750,-0.292
1604166745434,2020-10-31T13:52:25.434,0.340,-0.549,0.744,-0.290
1604166745444,2020-10-31T13:52:25.444,0.350,-0.552,0.743,-0.289
1604166745454,2020-10-31T13:52:25.454,0.360,-0.556,0.747,-0.295
1604166745464,2020-10-31T13:52:25.464,0.370,-0.561,0.749,-0.299
1604166745474,2020-10-31T13:52:25.474,0.380,-0.564,0.752,-0.299
1604166745484,2020-10-31T13:52:25.484,0.390,-0.562,0.751,-0.296
1604166745494,2020-10-31T13:52:25.494,0.400,-0.560,0.750,-0.295
1604166745504,2020-10-31T13:52:25.504,0.410,-0.565,0.747,-0.293
1604166745514,2020-10-31T13:52:25.514,0.420,-0.570,0.749,-0.298
