epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1604168574870,2020-10-31T14:22:54.870,0.000,-0.161,0.924,-0.212
1604168574880,2020-10-31T14:22:54.880,0.010,-0.162,0.930,-0.216
1604168574890,2020-10-31T14:22:54.890,0.020,-0.163,0.928,-0.213
1604168574900,2020-10-31T14:22:54.900,0.030,-0.167,0.929,-0.213
1604168574910,2020-10-31T14:22:54.910,0.040,-0.167,0.931,-0.211
1604168574920,2020-10-31T14:22:54.920,0.050,-0.170,0.930,-0.213
1604168574930,2020-10-31T14:22:54.930,0.060,-0.169,0.929,-0.215
1604168574940,2020-10-31T14:22:54.940,0.070,-0.162,0.927,-0.213
1604168574950,2020-10-31T14:22:54.950,0.080,-0.159,0.924,-0.211
1604168574960,2020-10-31T14:22:54.960,0.090,-0.156,0.927,-0.213
1604168574970,2020-10-31T14:22:54.970,0.100,-0.155,0.929,-0.214
1604168574980,2020-10-31T14:22:54.980,0.110,-0.155,0.933,-0.216
1604168574990,2020-10-31T14:22:54.990,0.120,-0.155,0.938,-0.218
1604168575000,2020-10-31T14:22:55.000,0.130,-0.158,0.940,-0.214
1604168575010,2020-10-31T14:22:55.010,0.140,-0.151,0.938,-0.206
1604168575020,2020-10-31T14:22:55.020,0.150,-0.154,0.935,-0.197
1604168575030,2020-10-31T14:22:55.030,0.160,-0.155,0.941,-0.199
1604168575040,2020-10-31T14:22:55.040,0.170,-0.152,0.945,-0.201
1604168575050,2020-10-31T14:22:55.050,0.180,-0.148,0.945,-0.199
1604168575060,2020-10-31T14:22:55.060,0.190,-0.145,0.943,-0.197
1604168575070,2020-10-31T14:22:55.070,0.200,-0.143,0.941,-0.201
1604168575080,2020-10-31T14:22:55.080,0.210,-0.141,0.938,-0.201
1604168575090,2020-10-31T14:22:55.090,0.220,-0.137,0.928,-0.196
1604168575100,2020-10-31T14:22:55.100,0.230,-0.133,0.919,-0.195
1604168575110,2020-10-31T14:22:55.110,0.240,-0.129,0.917,-0.196
1604168575120,2020-10-31T14:22:55.120,0.250,-0.131,0.916,-0.198
1604168575130,2020-10-31T14:22:55.130,0.260,-0.130,0.917,-0.196
1604168575140,2020-10-31T14:22:55.140,0.270,-0.130,0.921,-0.200
1604168575150,2020-10-31T14:22:55.150,0.280,-0.139,0.918,-0.206
1604168575160,2020-10-31T14:22:55.160,0.290,-0.138,0.916,-0.204
1604168575170,2020-10-31T14:22:55.170,0.300,-0.137,0.908,-0.204
1604168575180,2020-10-31T14:22:55.180,0.310,-0.143,0.900,-0.201
1604168575190,2020-10-31T14:22:55.190,0.320,-0.138,0.888,-0.199
1604168575200,2020-10-31T14:22:55.200,0.330,-0.129,0.868,-0.192
1604168575210,2020-10-31T14:22:55.210,0.340,-0.125,0.856,-0.189
1604168575220,2020-10-31T14:22:55.220,0.350,-0.120,0.843,-0.187
1604168575230,2020-10-31T14:22:55.230,0.360,-0.114,0.839,-0.186
1604168575240,2020-10-31T14:22:55.240,0.370,-0.111,0.842,-0.187
1604168575250,2020-10-31T14:22:55.250,0.380,-0.109,0.840,-0.186
1604168575260,2020-10-31T14:22:55.260,0.390,-0.100,0.836,-0.183
1604168575270,2020-10-31T14:22:55.270,0.400,-0.083,0.830,-0.178
1604168575280,2020-10-31T14:22:55.280,0.410,-0.059,0.817,-0.164
1604168575290,2020-10-31T14:22:55.290,0.420,-0.028,0.799,-0.150
1604168575300,2020-10-31T14:22:55.300,0.430,-0.000,0.797,-0.162
1604168575310,2020-10-31T14:22:55.310,0.440,0.019,0.818,-0.167
1604168575320,2020-10-31T14:22:55.320,0.450,0.039,0.826,-0.170
1604168575330,2020-10-31T14:22:55.330,0.460,0.060,0.827,-0.168
1604168575340,2020-10-31T14:22:55.340,0.470,0.082,0.822,-0.166
1604168575350,2020-10-31T14:22:55.350,0.480,0.089,0.836,-0.170
1604168575360,2020-10-31T14:22:55.360,0.490,0.101,0.867,-0.185
1604168575370,2020-10-31T14:22:55.370,0.500,0.131,0.911,-0.202
1604168575380,2020-10-31T14:22:55.380,0.510,0.180,0.949,-0.211
1604168575390,2020-10-31T14:22:55.390,0.520,0.225,0.975,-0.221
1604168575400,2020-10-31T14:22:55.400,0.530,0.262,1.002,-0.224
1604168575410,2020-10-31T14:22:55.410,0.540,0.282,1.016,-0.224
1604168575420,2020-10-31T14:22:55.420,0.550,0.301,1.009,-0.219
1604168575430,2020-10-31T14:22:55.430,0.560,0.331,0.998,-0.214
1604168575440,2020-10-31T14:22:55.440,0.570,0.369,0.989,-0.205
1604168575450,2020-10-31T14:22:55.450,0.580,0.410,0.975,-0.198
1604168575460,2020-10-31T14:22:55.460,0.590,0.445,0.970,-0.197
1604168575470,2020-10-31T14:22:55.470,0.600,0.471,0.978,-0.202
1604168575480,2020-10-31T14:22:55.480,0.610,0.495,0.987,-0.213
1604168575490,2020-10-31T14:22:55.490,0.620,0.509,0.986,-0.221
1604168575500,2020-10-31T14:22:55.500,0.630,0.519,0.965,-0.213
1604168575510,2020-10-31T14:22:55.510,0.640,0.529,0.930,-0.200
1604168575520,2020-10-31T14:22:55.520,0.650,0.539,0.896,-0.188
1604168575530,2020-10-31T14:22:55.530,0.660,0.553,0.867,-0.183
1604168575540,2020-10-31T14:22:55.540,0.670,0.564,0.854,-0.184
1604168575550,2020-10-31T14:22:55.550,0.680,0.571,0.854,-0.188
1604168575560,2020-10-31T14:22:55.560,0.690,0.576,0.850,-0.194
1604168575570,2020-10-31T14:22:55.570,0.700,0.576,0.838,-0.199
1604168575580,2020-10-31T14:22:55.580,0.710,0.575,0.821,-0.201
1604168575590,2020-10-31T14:22:55.590,0.720,0.578,0.803,-0.202
1604168575600,2020-10-31T14:22:55.600,0.730,0.578,0.787,-0.202
1604168575610,2020-10-31T14:22:55.610,0.740,0.578,0.771,-0.202
1604168575620,2020-10-31T14:22:55.620,0.750,0.581,0.757,-0.201
1604168575630,2020-10-31T14:22:55.630,0.760,0.589,0.746,-0.199
1604168575640,2020-10-31T14:22:55.640,0.770,0.595,0.741,-0.204
1604168575650,2020-10-31T14:22:55.650,0.780,0.602,0.739,-0.207
1604168575660,2020-10-31T14:22:55.660,0.790,0.608,0.727,-0.202
1604168575670,2020-10-31T14:22:55.670,0.800,0.620,0.710,-0.198
1604168575680,2020-10-31T14:22:55.680,0.810,0.623,0.695,-0.196
1604168575690,2020-10-31T14:22:55.690,0.820,0.629,0.684,-0.194
1604168575700,2020-10-31T14:22:55.700,0.830,0.638,0.677,-0.203
1604168575710,2020-10-31T14:22:55.710,0.840,0.647,0.681,-0.210
1604168575720,2020-10-31T14:22:55.720,0.850,0.650,0.684,-0.218
1604168575730,2020-10-31T14:22:55.730,0.860,0.653,0.670,-0.218
1604168575740,2020-10-31T14:22:55.740,0.870,0.653,0.654,-0.212
1604168575750,2020-10-31T14:22:55.750,0.880,0.650,0.640,-0.210
1604168575760,2020-10-31T14:22:55.760,0.890,0.646,0.645,-0.217
1604168575770,2020-10-31T14:22:55.770,0.900,0.646,0.651,-0.220
1604168575780,2020-10-31T14:22:55.780,0.910,0.643,0.651,-0.221
1604168575790,2020-10-31T14:22:55.790,0.920,0.639,0.633,-0.217
1604168575800,2020-10-31T14:22:55.800,0.930,0.645,0.613,-0.210
1604168575810,2020-10-31T14:22:55.810,0.940,0.655,0.587,-0.204
1604168575820,2020-10-31T14:22:55.820,0.950,0.674,0.565,-0.204
1604168575830,2020-10-31T14:22:55.830,0.960,0.684,0.565,-0.213
1604168575840,2020-10-31T14:22:55.840,0.970,0.691,0.571,-0.226
1604168575850,2020-10-31T14:22:55.850,0.980,0.698,0.565,-0.227
1604168575860,2020-10-31T14:22:55.860,0.990,0.698,0.547,-0.224
1604168575870,2020-10-31T14:22:55.870,1.000,0.713,0.515,-0.219
1604168575880,2020-10-31T14:22:55.880,1.010,0.740,0.482,-0.221
1604168575890,2020-10-31T14:22:55.890,1.020,0.757,0.472,-0.232
1604168575900,2020-10-31T14:22:55.900,1.030,0.763,0.489,-0.252
1604168575910,2020-10-31T14:22:55.910,1.040,0.767,0.514,-0.276
1604168575920,2020-10-31T14:22:55.920,1.050,0.770,0.531,-0.290
1604168575930,2020-10-31T14:22:55.930,1.060,0.774,0.531,-0.297
1604168575940,2020-10-31T14:22:55.940,1.070,0.782,0.514,-0.289
1604168575950,2020-10-31T14:22:55.950,1.080,0.789,0.491,-0.275
1604168575960,2020-10-31T14:22:55.960,1.090,0.795,0.468,-0.264
1604168575970,2020-10-31T14:22:55.970,1.100,0.800,0.450,-0.245
1604168575980,2020-10-31T14:22:55.980,1.110,0.803,0.445,-0.239
1604168575990,2020-10-31T14:22:55.990,1.120,0.803,0.448,-0.240
1604168576000,2020-10-31T14:22:56.000,1.130,0.798,0.459,-0.235
1604168576010,2020-10-31T14:22:56.010,1.140,0.790,0.458,-0.228
1604168576020,2020-10-31T14:22:56.020,1.150,0.785,0.465,-0.221
1604168576030,2020-10-31T14:22:56.030,1.160,0.779,0.466,-0.210
1604168576040,2020-10-31T14:22:56.040,1.170,0.771,0.465,-0.193
1604168576050,2020-10-31T14:22:56.050,1.180,0.764,0.458,-0.163
1604168576060,2020-10-31T14:22:56.060,1.190,0.752,0.443,-0.129
1604168576070,2020-10-31T14:22:56.070,1.200,0.731,0.443,-0.111
1604168576080,2020-10-31T14:22:56.080,1.210,0.718,0.444,-0.104
1604168576090,2020-10-31T14:22:56.090,1.220,0.728,0.436,-0.100
1604168576100,2020-10-31T14:22:56.100,1.230,0.754,0.431,-0.108
1604168576110,2020-10-31T14:22:56.110,1.240,0.777,0.437,-0.137
1604168576120,2020-10-31T14:22:56.120,1.250,0.772,0.462,-0.170
1604168576130,2020-10-31T14:22:56.130,1.260,0.754,0.463,-0.177
1604168576140,2020-10-31T14:22:56.140,1.270,0.738,0.438,-0.173
1604168576150,2020-10-31T14:22:56.150,1.280,0.713,0.414,-0.167
1604168576160,2020-10-31T14:22:56.160,1.290,0.695,0.389,-0.171
1604168576170,2020-10-31T14:22:56.170,1.300,0.692,0.370,-0.165
1604168576180,2020-10-31T14:22:56.180,1.310,0.693,0.350,-0.163
1604168576190,2020-10-31T14:22:56.190,1.320,0.705,0.334,-0.164
1604168576200,2020-10-31T14:22:56.200,1.330,0.729,0.318,-0.165
1604168576210,2020-10-31T14:22:56.210,1.340,0.752,0.304,-0.168
1604168576220,2020-10-31T14:22:56.220,1.350,0.782,0.298,-0.172
