epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1604168747207,2020-10-31T14:25:47.207,0.000,0.131,0.896,-0.307
1604168747217,2020-10-31T14:25:47.217,0.010,0.134,0.905,-0.308
1604168747227,2020-10-31T14:25:47.227,0.020,0.139,0.903,-0.310
1604168747237,2020-10-31T14:25:47.237,0.030,0.141,0.904,-0.308
1604168747247,2020-10-31T14:25:47.247,0.040,0.145,0.905,-0.314
1604168747257,2020-10-31T14:25:47.257,0.050,0.146,0.906,-0.315
1604168747267,2020-10-31T14:25:47.267,0.060,0.148,0.905,-0.319
1604168747277,2020-10-31T14:25:47.277,0.070,0.151,0.909,-0.319
1604168747287,2020-10-31T14:25:47.287,0.080,0.150,0.911,-0.321
1604168747297,2020-10-31T14:25:47.297,0.090,0.155,0.909,-0.321
1604168747307,2020-10-31T14:25:47.307,0.100,0.157,0.912,-0.319
1604168747317,2020-10-31T14:25:47.317,0.110,0.155,0.910,-0.321
1604168747327,2020-10-31T14:25:47.327,0.120,0.160,0.907,-0.320
1604168747337,2020-10-31T14:25:47.337,0.130,0.156,0.907,-0.320
1604168747347,2020-10-31T14:25:47.347,0.140,0.153,0.905,-0.316
1604168747357,2020-10-31T14:25:47.357,0.150,0.153,0.906,-0.315
1604168747367,2020-10-31T14:25:47.367,0.160,0.153,0.912,-0.316
1604168747377,2020-10-31T14:25:47.377,0.170,0.154,0.910,-0.315
1604168747387,2020-10-31T14:25:47.387,0.180,0.156,0.908,-0.313
1604168747397,2020-10-31T14:25:47.397,0.190,0.157,0.907,-0.312
1604168747407,2020-10-31T14:25:47.407,0.200,0.159,0.909,-0.312
1604168747417,2020-10-31T14:25:47.417,0.210,0.159,0.913,-0.314
1604168747427,2020-10-31T14:25:47.427,0.220,0.158,0.909,-0.311
1604168747437,2020-10-31T14:25:47.437,0.230,0.157,0.911,-0.310
1604168747447,2020-10-31T14:25:47.447,0.240,0.160,0.908,-0.307
1604168747457,2020-10-31T14:25:47.457,0.250,0.163,0.910,-0.308
1604168747467,2020-10-31T14:25:47.467,0.260,0.160,0.908,-0.307
1604168747477,2020-10-31T14:25:47.477,0.270,0.157,0.907,-0.303
1604168747487,2020-10-31T14:25:47.487,0.280,0.160,0.909,-0.301
1604168747497,2020-10-31T14:25:47.497,0.290,0.164,0.906,-0.299
1604168747507,2020-10-31T14:25:47.507,0.300,0.162,0.910,-0.301
1604168747517,2020-10-31T14:25:47.517,0.310,0.159,0.919,-0.301
1604168747527,2020-10-31T14:25:47.527,0.320,0.154,0.920,-0.299
1604168747537,2020-10-31T14:25:47.537,0.330,0.155,0.920,-0.300
1604168747547,2020-10-31T14:25:47.547,0.340,0.153,0.916,-0.294
1604168747557,2020-10-31T14:25:47.557,0.350,0.152,0.911,-0.288
1604168747567,2020-10-31T14:25:47.567,0.360,0.155,0.917,-0.292
1604168747577,2020-10-31T14:25:47.577,0.370,0.153,0.926,-0.299
1604168747587,2020-10-31T14:25:47.587,0.380,0.151,0.926,-0.294
1604168747597,2020-10-31T14:25:47.597,0.390,0.151,0.925,-0.292
1604168747607,2020-10-31T14:25:47.607,0.400,0.148,0.926,-0.287
1604168747617,2020-10-31T14:25:47.617,0.410,0.143,0.926,-0.286
1604168747627,2020-10-31T14:25:47.627,0.420,0.142,0.922,-0.284
1604168747637,2020-10-31T14:25:47.637,0.430,0.142,0.918,-0.280
1604168747647,2020-10-31T14:25:47.647,0.440,0.138,0.918,-0.280
1604168747657,2020-10-31T14:25:47.657,0.450,0.137,0.919,-0.282
1604168747667,2020-10-31T14:25:47.667,0.460,0.134,0.920,-0.278
1604168747677,2020-10-31T14:25:47.677,0.470,0.124,0.920,-0.277
1604168747687,2020-10-31T14:25:47.687,0.480,0.119,0.925,-0.276
1604168747697,2020-10-31T14:25:47.697,0.490,0.113,0.929,-0.277
1604168747707,2020-10-31T14:25:47.707,0.500,0.106,0.929,-0.282
1604168747717,2020-10-31T14:25:47.717,0.510,0.104,0.929,-0.279
1604168747727,2020-10-31T14:25:47.727,0.520,0.100,0.925,-0.278
1604168747737,2020-10-31T14:25:47.737,0.530,0.092,0.920,-0.275
1604168747747,2020-10-31T14:25:47.747,0.540,0.090,0.920,-0.279
1604168747757,2020-10-31T14:25:47.757,0.550,0.092,0.917,-0.279
1604168747767,2020-10-31T14:25:47.767,0.560,0.089,0.904,-0.275
1604168747777,2020-10-31T14:25:47.777,0.570,0.084,0.897,-0.274
