epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1604169362987,2020-10-31T14:36:02.987,0.000,0.604,0.871,0.275
1604169362997,2020-10-31T14:36:02.997,0.010,0.604,0.892,0.278
1604169363007,2020-10-31T14:36:03.007,0.020,0.602,0.888,0.274
1604169363017,2020-10-31T14:36:03.017,0.030,0.594,0.881,0.275
1604169363027,2020-10-31T14:36:03.027,0.040,0.586,0.879,0.272
1604169363037,2020-10-31T14:36:03.037,0.050,0.582,0.872,0.275
1604169363047,2020-10-31T14:36:03.047,0.060,0.577,0.864,0.277
1604169363057,2020-10-31T14:36:03.057,0.070,0.574,0.850,0.280
1604169363067,2020-10-31T14:36:03.067,0.080,0.569,0.835,0.280
1604169363077,2020-10-31T14:36:03.077,0.090,0.565,0.832,0.277
1604169363087,2020-10-31T14:36:03.087,0.100,0.559,0.838,0.272
1604169363097,2020-10-31T14:36:03.097,0.110,0.555,0.841,0.270
1604169363107,2020-10-31T14:36:03.107,0.120,0.552,0.839,0.272
1604169363117,2020-10-31T14:36:03.117,0.130,0.551,0.836,0.275
1604169363127,2020-10-31T14:36:03.127,0.140,0.547,0.838,0.272
1604169363137,2020-10-31T14:36:03.137,0.150,0.545,0.844,0.268
1604169363147,2020-10-31T14:36:03.147,0.160,0.545,0.848,0.263
1604169363157,2020-10-31T14:36:03.157,0.170,0.542,0.846,0.260
1604169363167,2020-10-31T14:36:03.167,0.180,0.539,0.842,0.266
1604169363177,2020-10-31T14:36:03.177,0.190,0.541,0.842,0.255
1604169363187,2020-10-31T14:36:03.187,0.200,0.539,0.846,0.252
1604169363197,2020-10-31T14:36:03.197,0.210,0.539,0.851,0.250
1604169363207,2020-10-31T14:36:03.207,0.220,0.540,0.853,0.248
1604169363217,2020-10-31T14:36:03.217,0.230,0.543,0.857,0.245
1604169363227,2020-10-31T14:36:03.227,0.240,0.542,0.866,0.241
1604169363237,2020-10-31T14:36:03.237,0.250,0.547,0.870,0.228
1604169363247,2020-10-31T14:36:03.247,0.260,0.559,0.870,0.215
1604169363257,2020-10-31T14:36:03.257,0.270,0.570,0.864,0.204
1604169363267,2020-10-31T14:36:03.267,0.280,0.578,0.854,0.193
1604169363277,2020-10-31T14:36:03.277,0.290,0.576,0.850,0.180
1604169363287,2020-10-31T14:36:03.287,0.300,0.571,0.849,0.168
1604169363297,2020-10-31T14:36:03.297,0.310,0.565,0.845,0.156
1604169363307,2020-10-31T14:36:03.307,0.320,0.561,0.840,0.151
1604169363317,2020-10-31T14:36:03.317,0.330,0.554,0.832,0.146
1604169363327,2020-10-31T14:36:03.327,0.340,0.550,0.826,0.135
1604169363337,2020-10-31T14:36:03.337,0.350,0.542,0.831,0.120
1604169363347,2020-10-31T14:36:03.347,0.360,0.533,0.835,0.110
1604169363357,2020-10-31T14:36:03.357,0.370,0.534,0.822,0.111
1604169363367,2020-10-31T14:36:03.367,0.380,0.537,0.813,0.112
1604169363377,2020-10-31T14:36:03.377,0.390,0.533,0.832,0.100
1604169363387,2020-10-31T14:36:03.387,0.400,0.519,0.868,0.085
1604169363397,2020-10-31T14:36:03.397,0.410,0.506,0.895,0.083
1604169363407,2020-10-31T14:36:03.407,0.420,0.503,0.896,0.089
1604169363417,2020-10-31T14:36:03.417,0.430,0.496,0.891,0.092
1604169363427,2020-10-31T14:36:03.427,0.440,0.484,0.911,0.082
1604169363437,2020-10-31T14:36:03.437,0.450,0.484,0.948,0.062
1604169363447,2020-10-31T14:36:03.447,0.460,0.495,0.973,0.043
1604169363457,2020-10-31T14:36:03.457,0.470,0.490,0.968,0.029
1604169363467,2020-10-31T14:36:03.467,0.480,0.488,0.955,0.014
1604169363477,2020-10-31T14:36:03.477,0.490,0.494,0.957,-0.009
1604169363487,2020-10-31T14:36:03.487,0.500,0.506,0.957,-0.034
1604169363497,2020-10-31T14:36:03.497,0.510,0.533,0.938,-0.047
1604169363507,2020-10-31T14:36:03.507,0.520,0.565,0.923,-0.061
1604169363517,2020-10-31T14:36:03.517,0.530,0.604,0.921,-0.082
1604169363527,2020-10-31T14:36:03.527,0.540,0.644,0.916,-0.103
1604169363537,2020-10-31T14:36:03.537,0.550,0.672,0.917,-0.124
1604169363547,2020-10-31T14:36:03.547,0.560,0.695,0.927,-0.156
1604169363557,2020-10-31T14:36:03.557,0.570,0.718,0.938,-0.185
1604169363567,2020-10-31T14:36:03.567,0.580,0.738,0.926,-0.212
1604169363577,2020-10-31T14:36:03.577,0.590,0.749,0.903,-0.238
1604169363587,2020-10-31T14:36:03.587,0.600,0.741,0.882,-0.260
1604169363597,2020-10-31T14:36:03.597,0.610,0.724,0.859,-0.283
1604169363607,2020-10-31T14:36:03.607,0.620,0.705,0.821,-0.300
1604169363617,2020-10-31T14:36:03.617,0.630,0.681,0.755,-0.299
1604169363627,2020-10-31T14:36:03.627,0.640,0.654,0.669,-0.289
1604169363637,2020-10-31T14:36:03.637,0.650,0.630,0.592,-0.279
1604169363647,2020-10-31T14:36:03.647,0.660,0.601,0.533,-0.272
1604169363657,2020-10-31T14:36:03.657,0.670,0.568,0.487,-0.266
1604169363667,2020-10-31T14:36:03.667,0.680,0.544,0.459,-0.265
1604169363677,2020-10-31T14:36:03.677,0.690,0.530,0.436,-0.266
1604169363687,2020-10-31T14:36:03.687,0.700,0.529,0.400,-0.253
1604169363697,2020-10-31T14:36:03.697,0.710,0.530,0.374,-0.242
1604169363707,2020-10-31T14:36:03.707,0.720,0.519,0.379,-0.245
1604169363717,2020-10-31T14:36:03.717,0.730,0.511,0.427,-0.261
1604169363727,2020-10-31T14:36:03.727,0.740,0.508,0.483,-0.272
1604169363737,2020-10-31T14:36:03.737,0.750,0.510,0.510,-0.269
1604169363747,2020-10-31T14:36:03.747,0.760,0.503,0.532,-0.269
1604169363757,2020-10-31T14:36:03.757,0.770,0.496,0.553,-0.267
1604169363767,2020-10-31T14:36:03.767,0.780,0.492,0.566,-0.256
1604169363777,2020-10-31T14:36:03.777,0.790,0.498,0.566,-0.248
1604169363787,2020-10-31T14:36:03.787,0.800,0.512,0.566,-0.238
1604169363797,2020-10-31T14:36:03.797,0.810,0.526,0.577,-0.236
1604169363807,2020-10-31T14:36:03.807,0.820,0.542,0.598,-0.241
1604169363817,2020-10-31T14:36:03.817,0.830,0.560,0.615,-0.250
1604169363827,2020-10-31T14:36:03.827,0.840,0.579,0.625,-0.256
1604169363837,2020-10-31T14:36:03.837,0.850,0.602,0.648,-0.257
1604169363847,2020-10-31T14:36:03.847,0.860,0.619,0.681,-0.265
1604169363857,2020-10-31T14:36:03.857,0.870,0.643,0.698,-0.264
1604169363867,2020-10-31T14:36:03.867,0.880,0.671,0.684,-0.247
1604169363877,2020-10-31T14:36:03.877,0.890,0.688,0.672,-0.240
1604169363887,2020-10-31T14:36:03.887,0.900,0.697,0.680,-0.242
1604169363897,2020-10-31T14:36:03.897,0.910,0.705,0.705,-0.245
1604169363907,2020-10-31T14:36:03.907,0.920,0.710,0.699,-0.241
1604169363917,2020-10-31T14:36:03.917,0.930,0.722,0.646,-0.222
1604169363927,2020-10-31T14:36:03.927,0.940,0.732,0.609,-0.201
1604169363937,2020-10-31T14:36:03.937,0.950,0.738,0.600,-0.189
1604169363947,2020-10-31T14:36:03.947,0.960,0.772,0.584,-0.174
1604169363957,2020-10-31T14:36:03.957,0.970,0.822,0.568,-0.142
1604169363967,2020-10-31T14:36:03.967,0.980,0.832,0.583,-0.131
1604169363977,2020-10-31T14:36:03.977,0.990,0.828,0.634,-0.140
1604169363987,2020-10-31T14:36:03.987,1.000,0.847,0.654,-0.122
1604169363997,2020-10-31T14:36:03.997,1.010,0.867,0.643,-0.090
1604169364007,2020-10-31T14:36:04.007,1.020,0.863,0.664,-0.072
1604169364017,2020-10-31T14:36:04.017,1.030,0.848,0.780,-0.104
1604169364027,2020-10-31T14:36:04.027,1.040,0.805,1.024,-0.215
1604169364037,2020-10-31T14:36:04.037,1.050,0.726,1.290,-0.313
1604169364047,2020-10-31T14:36:04.047,1.060,0.730,1.150,-0.195
1604169364057,2020-10-31T14:36:04.057,1.070,0.801,0.731,0.019
1604169364067,2020-10-31T14:36:04.067,1.080,0.772,0.539,0.129
1604169364077,2020-10-31T14:36:04.077,1.090,0.726,0.545,0.156
1604169364087,2020-10-31T14:36:04.087,1.100,0.737,0.586,0.178
1604169364097,2020-10-31T14:36:04.097,1.110,0.749,0.630,0.190
1604169364107,2020-10-31T14:36:04.107,1.120,0.738,0.694,0.182
1604169364117,2020-10-31T14:36:04.117,1.130,0.732,0.785,0.153
1604169364127,2020-10-31T14:36:04.127,1.140,0.734,0.883,0.138
1604169364137,2020-10-31T14:36:04.137,1.150,0.732,0.933,0.149
1604169364147,2020-10-31T14:36:04.147,1.160,0.742,0.914,0.178
1604169364157,2020-10-31T14:36:04.157,1.170,0.722,0.928,0.169
1604169364167,2020-10-31T14:36:04.167,1.180,0.688,0.994,0.130
1604169364177,2020-10-31T14:36:04.177,1.190,0.675,1.046,0.101
1604169364187,2020-10-31T14:36:04.187,1.200,0.667,1.048,0.099
1604169364197,2020-10-31T14:36:04.197,1.210,0.661,1.017,0.104
1604169364207,2020-10-31T14:36:04.207,1.220,0.652,0.993,0.106
1604169364217,2020-10-31T14:36:04.217,1.230,0.642,0.968,0.105
1604169364227,2020-10-31T14:36:04.227,1.240,0.627,0.925,0.109
1604169364237,2020-10-31T14:36:04.237,1.250,0.608,0.889,0.105
1604169364247,2020-10-31T14:36:04.247,1.260,0.590,0.862,0.097
1604169364257,2020-10-31T14:36:04.257,1.270,0.573,0.844,0.092
1604169364267,2020-10-31T14:36:04.267,1.280,0.551,0.826,0.079
1604169364277,2020-10-31T14:36:04.277,1.290,0.527,0.810,0.063
1604169364287,2020-10-31T14:36:04.287,1.300,0.509,0.790,0.050
1604169364297,2020-10-31T14:36:04.297,1.310,0.497,0.768,0.036
1604169364307,2020-10-31T14:36:04.307,1.320,0.487,0.732,0.032
1604169364317,2020-10-31T14:36:04.317,1.330,0.467,0.688,0.029
1604169364327,2020-10-31T14:36:04.327,1.340,0.442,0.666,0.019
1604169364337,2020-10-31T14:36:04.337,1.350,0.396,0.702,-0.019
1604169364347,2020-10-31T14:36:04.347,1.360,0.381,0.676,-0.023
1604169364357,2020-10-31T14:36:04.357,1.370,0.398,0.558,0.016
1604169364367,2020-10-31T14:36:04.367,1.380,0.367,0.490,0.033
1604169364377,2020-10-31T14:36:04.377,1.390,0.347,0.478,0.025
1604169364387,2020-10-31T14:36:04.387,1.400,0.346,0.490,0.009
