epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1604166358687,2020-10-31T13:45:58.687,0.000,0.000008312,-0.000067188,0.000015375
1604166358737,2020-10-31T13:45:58.737,0.050,0.000007938,-0.000067562,0.000015000
1604166358787,2020-10-31T13:45:58.787,0.100,0.000007938,-0.000069375,0.000015750
1604166358837,2020-10-31T13:45:58.837,0.150,0.000008625,-0.000069000,0.000016125
1604166358887,2020-10-31T13:45:58.887,0.200,0.000009000,-0.000068250,0.000016875
1604166358937,2020-10-31T13:45:58.937,0.250,0.000008625,-0.000069000,0.000016500
1604166358987,2020-10-31T13:45:58.987,0.300,0.000007938,-0.000068625,0.000014625
1604166359037,2020-10-31T13:45:59.037,0.350,0.000007188,-0.000068250,0.000015750
1604166359087,2020-10-31T13:45:59.087,0.400,0.000007188,-0.000068313,0.000015000
1604166359137,2020-10-31T13:45:59.137,0.450,0.000008625,-0.000068313,0.000015750
1604166359187,2020-10-31T13:45:59.187,0.500,0.000009750,-0.000067938,0.000016125
1604166359237,2020-10-31T13:45:59.237,0.550,0.000008312,-0.000069000,0.000016500
1604166359287,2020-10-31T13:45:59.287,0.600,0.000010438,-0.000067562,0.000016500
1604166359337,2020-10-31T13:45:59.337,0.650,0.000010063,-0.000067938,0.000016875
1604166359387,2020-10-31T13:45:59.387,0.700,0.000010438,-0.000067938,0.000017313
1604166359437,2020-10-31T13:45:59.437,0.750,0.000010812,-0.000067562,0.000019188
1604166359487,2020-10-31T13:45:59.487,0.800,0.000011562,-0.000067188,0.000018375
1604166359537,2020-10-31T13:45:59.537,0.850,0.000010812,-0.000066812,0.000018000
1604166359587,2020-10-31T13:45:59.587,0.900,0.000010438,-0.000066500,0.000020687
1604166359637,2020-10-31T13:45:59.637,0.950,0.000010438,-0.000065000,0.000019562
1604166359687,2020-10-31T13:45:59.687,1.000,0.000009750,-0.000063562,0.000019938
1604166359737,2020-10-31T13:45:59.737,1.050,0.000009750,-0.000063250,0.000020687
1604166359787,2020-10-31T13:45:59.787,1.100,0.000007938,-0.000062125,0.000020313
1604166359837,2020-10-31T13:45:59.837,1.150,0.000007562,-0.000061750,0.000020313
1604166359887,2020-10-31T13:45:59.887,1.200,0.000006813,-0.000061438,0.000018375
1604166359937,2020-10-31T13:45:59.937,1.250,0.000005750,-0.000062875,0.000018000
1604166359987,2020-10-31T13:45:59.987,1.300,0.000005750,-0.000062500,0.000016937
1604166360037,2020-10-31T13:46:00.037,1.350,0.000005375,-0.000062500,0.000017625
1604166360087,2020-10-31T13:46:00.087,1.400,0.000005750,-0.000063250,0.000016875
1604166360137,2020-10-31T13:46:00.137,1.450,0.000006125,-0.000063250,0.000016875
1604166360187,2020-10-31T13:46:00.187,1.500,0.000005000,-0.000063937,0.000016500
1604166360237,2020-10-31T13:46:00.237,1.550,0.000006125,-0.000065063,0.000016937
1604166360287,2020-10-31T13:46:00.287,1.600,0.000006125,-0.000064687,0.000016125
1604166360337,2020-10-31T13:46:00.337,1.650,0.000007188,-0.000063937,0.000015750
1604166360387,2020-10-31T13:46:00.387,1.700,0.000006500,-0.000065000,0.000015375
1604166360437,2020-10-31T13:46:00.437,1.750,0.000006813,-0.000063937,0.000016500
1604166360487,2020-10-31T13:46:00.487,1.800,0.000007188,-0.000065063,0.000016937
1604166360537,2020-10-31T13:46:00.537,1.850,0.000006813,-0.000066125,0.000016875
1604166360587,2020-10-31T13:46:00.587,1.900,0.000007562,-0.000065750,0.000016125
1604166360637,2020-10-31T13:46:00.637,1.950,0.000007188,-0.000066125,0.000016875
1604166360687,2020-10-31T13:46:00.687,2.000,0.000007562,-0.000066812,0.000016875
1604166360737,2020-10-31T13:46:00.737,2.050,0.000008312,-0.000065375,0.000016500
1604166360787,2020-10-31T13:46:00.787,2.100,0.000008312,-0.000066812,0.000016500
1604166360837,2020-10-31T13:46:00.837,2.150,0.000010438,-0.000067562,0.000016125
1604166360887,2020-10-31T13:46:00.887,2.200,0.000011875,-0.000067562,0.000016125
1604166360937,2020-10-31T13:46:00.937,2.250,0.000013313,-0.000067562,0.000017250
1604166360987,2020-10-31T13:46:00.987,2.300,0.000014062,-0.000068313,0.000017625
1604166361037,2020-10-31T13:46:01.037,2.350,0.000014437,-0.000068625,0.000018812
1604166361087,2020-10-31T13:46:01.087,2.400,0.000013687,-0.000068313,0.000018375
1604166361137,2020-10-31T13:46:01.137,2.450,0.000013313,-0.000067938,0.000018000
1604166361187,2020-10-31T13:46:01.187,2.500,0.000013000,-0.000068625,0.000017250
1604166361237,2020-10-31T13:46:01.237,2.550,0.000012625,-0.000067938,0.000017250
1604166361287,2020-10-31T13:46:01.287,2.600,0.000013313,-0.000067562,0.000017250
1604166361337,2020-10-31T13:46:01.337,2.650,0.000013313,-0.000067188,0.000018812
1604166361387,2020-10-31T13:46:01.387,2.700,0.000012250,-0.000067562,0.000017313
1604166361437,2020-10-31T13:46:01.437,2.750,0.000012250,-0.000067938,0.000017625
1604166361487,2020-10-31T13:46:01.487,2.800,0.000013000,-0.000068313,0.000017250
1604166361537,2020-10-31T13:46:01.537,2.850,0.000011562,-0.000067562,0.000018062
1604166361587,2020-10-31T13:46:01.587,2.900,0.000011875,-0.000067562,0.000016125
1604166361637,2020-10-31T13:46:01.637,2.950,0.000012250,-0.000067562,0.000015750
1604166361687,2020-10-31T13:46:01.687,3.000,0.000010812,-0.000067188,0.000016125
1604166361737,2020-10-31T13:46:01.737,3.050,0.000011562,-0.000068313,0.000016125
1604166361787,2020-10-31T13:46:01.787,3.100,0.000011562,-0.000067562,0.000016125
1604166361837,2020-10-31T13:46:01.837,3.150,0.000010812,-0.000068313,0.000016937
1604166361887,2020-10-31T13:46:01.887,3.200,0.000010438,-0.000068313,0.000016500
1604166361937,2020-10-31T13:46:01.937,3.250,0.000009375,-0.000067562,0.000015750
1604166361987,2020-10-31T13:46:01.987,3.300,0.000011187,-0.000067938,0.000016937
1604166362037,2020-10-31T13:46:02.037,3.350,0.000010812,-0.000069000,0.000016500
1604166362087,2020-10-31T13:46:02.087,3.400,0.000013000,-0.000069750,0.000015000
1604166362137,2020-10-31T13:46:02.137,3.450,0.000013000,-0.000071562,0.000014625
1604166362187,2020-10-31T13:46:02.187,3.500,0.000013000,-0.000070813,0.000014625
