epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1604168195004,2020-10-31T14:16:35.004,0.000,-0.010,0.896,-0.219
1604168195014,2020-10-31T14:16:35.014,0.010,-0.011,0.906,-0.217
1604168195024,2020-10-31T14:16:35.024,0.020,-0.011,0.913,-0.215
1604168195034,2020-10-31T14:16:35.034,0.030,-0.008,0.923,-0.213
1604168195044,2020-10-31T14:16:35.044,0.040,-0.003,0.938,-0.220
1604168195054,2020-10-31T14:16:35.054,0.050,0.002,0.947,-0.222
1604168195064,2020-10-31T14:16:35.064,0.060,0.004,0.954,-0.225
1604168195074,2020-10-31T14:16:35.074,0.070,0.009,0.968,-0.237
1604168195084,2020-10-31T14:16:35.084,0.080,0.013,0.980,-0.249
1604168195094,2020-10-31T14:16:35.094,0.090,0.023,0.979,-0.248
1604168195104,2020-10-31T14:16:35.104,0.100,0.030,0.965,-0.248
1604168195114,2020-10-31T14:16:35.114,0.110,0.031,0.955,-0.255
1604168195124,2020-10-31T14:16:35.124,0.120,0.037,0.949,-0.254
1604168195134,2020-10-31T14:16:35.134,0.130,0.051,0.938,-0.248
1604168195144,2020-10-31T14:16:35.144,0.140,0.069,0.921,-0.240
1604168195154,2020-10-31T14:16:35.154,0.150,0.086,0.906,-0.232
1604168195164,2020-10-31T14:16:35.164,0.160,0.107,0.896,-0.234
1604168195174,2020-10-31T14:16:35.174,0.170,0.124,0.887,-0.243
1604168195184,2020-10-31T14:16:35.184,0.180,0.129,0.885,-0.263
1604168195194,2020-10-31T14:16:35.194,0.190,0.123,0.896,-0.277
1604168195204,2020-10-31T14:16:35.204,0.200,0.112,0.913,-0.287
1604168195214,2020-10-31T14:16:35.214,0.210,0.082,0.958,-0.300
1604168195224,2020-10-31T14:16:35.224,0.220,0.051,0.992,-0.296
1604168195234,2020-10-31T14:16:35.234,0.230,0.036,0.999,-0.273
1604168195244,2020-10-31T14:16:35.244,0.240,0.028,0.980,-0.239
1604168195254,2020-10-31T14:16:35.254,0.250,0.027,0.967,-0.213
1604168195264,2020-10-31T14:16:35.264,0.260,0.031,0.963,-0.205
1604168195274,2020-10-31T14:16:35.274,0.270,0.038,0.953,-0.196
1604168195284,2020-10-31T14:16:35.284,0.280,0.047,0.938,-0.190
1604168195294,2020-10-31T14:16:35.294,0.290,0.058,0.937,-0.192
1604168195304,2020-10-31T14:16:35.304,0.300,0.071,0.946,-0.207
1604168195314,2020-10-31T14:16:35.314,0.310,0.093,0.950,-0.218
1604168195324,2020-10-31T14:16:35.324,0.320,0.107,0.946,-0.221
1604168195334,2020-10-31T14:16:35.334,0.330,0.115,0.948,-0.230
1604168195344,2020-10-31T14:16:35.344,0.340,0.118,0.942,-0.226
1604168195354,2020-10-31T14:16:35.354,0.350,0.121,0.948,-0.229
1604168195364,2020-10-31T14:16:35.364,0.360,0.130,0.954,-0.241
1604168195374,2020-10-31T14:16:35.374,0.370,0.134,0.952,-0.243
1604168195384,2020-10-31T14:16:35.384,0.380,0.138,0.948,-0.240
1604168195394,2020-10-31T14:16:35.394,0.390,0.138,0.952,-0.246
