epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1604167980171,2020-10-31T14:13:00.171,0.000,0.135,0.987,-0.432
1604167980181,2020-10-31T14:13:00.181,0.010,0.128,0.875,-0.361
1604167980191,2020-10-31T14:13:00.191,0.020,0.090,0.832,-0.313
1604167980201,2020-10-31T14:13:00.201,0.030,0.077,0.916,-0.374
1604167980211,2020-10-31T14:13:00.211,0.040,0.097,0.989,-0.406
1604167980221,2020-10-31T14:13:00.221,0.050,0.098,0.970,-0.391
1604167980231,2020-10-31T14:13:00.231,0.060,0.090,0.944,-0.379
1604167980241,2020-10-31T14:13:00.241,0.070,0.084,0.940,-0.379
1604167980251,2020-10-31T14:13:00.251,0.080,0.085,0.938,-0.379
1604167980261,2020-10-31T14:13:00.261,0.090,0.085,0.922,-0.361
1604167980271,2020-10-31T14:13:00.271,0.100,0.084,0.899,-0.350
1604167980281,2020-10-31T14:13:00.281,0.110,0.088,0.886,-0.339
1604167980291,2020-10-31T14:13:00.291,0.120,0.083,0.890,-0.335
1604167980301,2020-10-31T14:13:00.301,0.130,0.080,0.888,-0.332
1604167980311,2020-10-31T14:13:00.311,0.140,0.081,0.877,-0.325
1604167980321,2020-10-31T14:13:00.321,0.150,0.082,0.869,-0.321
1604167980331,2020-10-31T14:13:00.331,0.160,0.080,0.863,-0.318
1604167980341,2020-10-31T14:13:00.341,0.170,0.075,0.862,-0.318
1604167980351,2020-10-31T14:13:00.351,0.180,0.076,0.861,-0.317
1604167980361,2020-10-31T14:13:00.361,0.190,0.083,0.857,-0.310
1604167980371,2020-10-31T14:13:00.371,0.200,0.091,0.845,-0.287
1604167980381,2020-10-31T14:13:00.381,0.210,0.087,0.847,-0.285
1604167980391,2020-10-31T14:13:00.391,0.220,0.086,0.875,-0.297
1604167980401,2020-10-31T14:13:00.401,0.230,0.093,0.894,-0.303
1604167980411,2020-10-31T14:13:00.411,0.240,0.088,0.898,-0.301
1604167980421,2020-10-31T14:13:00.421,0.250,0.089,0.914,-0.308
1604167980431,2020-10-31T14:13:00.431,0.260,0.093,0.930,-0.311
1604167980441,2020-10-31T14:13:00.441,0.270,0.081,0.949,-0.327
1604167980451,2020-10-31T14:13:00.451,0.280,0.083,0.950,-0.333
1604167980461,2020-10-31T14:13:00.461,0.290,0.084,0.940,-0.329
1604167980471,2020-10-31T14:13:00.471,0.300,0.079,0.938,-0.330
1604167980481,2020-10-31T14:13:00.481,0.310,0.082,0.937,-0.332
1604167980491,2020-10-31T14:13:00.491,0.320,0.091,0.932,-0.330
1604167980501,2020-10-31T14:13:00.501,0.330,0.099,0.916,-0.313
1604167980511,2020-10-31T14:13:00.511,0.340,0.104,0.904,-0.303
