epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1604167784769,2020-10-31T14:09:44.769,0.000,0.023,0.877,-0.436
1604167784779,2020-10-31T14:09:44.779,0.010,0.091,0.840,-0.388
1604167784789,2020-10-31T14:09:44.789,0.020,0.129,0.812,-0.352
1604167784799,2020-10-31T14:09:44.799,0.030,0.140,0.843,-0.356
1604167784809,2020-10-31T14:09:44.809,0.040,0.144,0.893,-0.376
1604167784819,2020-10-31T14:09:44.819,0.050,0.148,0.934,-0.387
1604167784829,2020-10-31T14:09:44.829,0.060,0.164,0.963,-0.386
1604167784839,2020-10-31T14:09:44.839,0.070,0.181,0.979,-0.386
1604167784849,2020-10-31T14:09:44.849,0.080,0.186,1.002,-0.391
1604167784859,2020-10-31T14:09:44.859,0.090,0.178,1.018,-0.395
1604167784869,2020-10-31T14:09:44.869,0.100,0.164,1.018,-0.391
1604167784879,2020-10-31T14:09:44.879,0.110,0.147,1.006,-0.382
1604167784889,2020-10-31T14:09:44.889,0.120,0.125,0.977,-0.367
1604167784899,2020-10-31T14:09:44.899,0.130,0.103,0.935,-0.350
1604167784909,2020-10-31T14:09:44.909,0.140,0.076,0.895,-0.336
1604167784919,2020-10-31T14:09:44.919,0.150,0.050,0.863,-0.326
1604167784929,2020-10-31T14:09:44.929,0.160,0.021,0.837,-0.324
1604167784939,2020-10-31T14:09:44.939,0.170,-0.005,0.813,-0.326
1604167784949,2020-10-31T14:09:44.949,0.180,-0.024,0.798,-0.330
1604167784959,2020-10-31T14:09:44.959,0.190,-0.040,0.795,-0.340
1604167784969,2020-10-31T14:09:44.969,0.200,-0.060,0.797,-0.351
1604167784979,2020-10-31T14:09:44.979,0.210,-0.070,0.804,-0.364
1604167784989,2020-10-31T14:09:44.989,0.220,-0.082,0.827,-0.389
1604167784999,2020-10-31T14:09:44.999,0.230,-0.082,0.844,-0.406
1604167785009,2020-10-31T14:09:45.009,0.240,-0.074,0.834,-0.402
1604167785019,2020-10-31T14:09:45.019,0.250,-0.069,0.795,-0.378
1604167785029,2020-10-31T14:09:45.029,0.260,-0.069,0.756,-0.359
1604167785039,2020-10-31T14:09:45.039,0.270,-0.069,0.727,-0.352
1604167785049,2020-10-31T14:09:45.049,0.280,-0.065,0.707,-0.348
1604167785059,2020-10-31T14:09:45.059,0.290,-0.062,0.710,-0.354
1604167785069,2020-10-31T14:09:45.069,0.300,-0.067,0.729,-0.362
1604167785079,2020-10-31T14:09:45.079,0.310,-0.071,0.751,-0.369
1604167785089,2020-10-31T14:09:45.089,0.320,-0.071,0.766,-0.371
1604167785099,2020-10-31T14:09:45.099,0.330,-0.066,0.781,-0.368
1604167785109,2020-10-31T14:09:45.109,0.340,-0.053,0.793,-0.368
1604167785119,2020-10-31T14:09:45.119,0.350,-0.033,0.789,-0.348
1604167785129,2020-10-31T14:09:45.129,0.360,-0.012,0.780,-0.318
1604167785139,2020-10-31T14:09:45.139,0.370,0.005,0.779,-0.296
1604167785149,2020-10-31T14:09:45.149,0.380,0.026,0.775,-0.287
1604167785159,2020-10-31T14:09:45.159,0.390,0.042,0.784,-0.301
1604167785169,2020-10-31T14:09:45.169,0.400,0.048,0.804,-0.335
1604167785179,2020-10-31T14:09:45.179,0.410,0.054,0.831,-0.370
1604167785189,2020-10-31T14:09:45.189,0.420,0.059,0.856,-0.395
1604167785199,2020-10-31T14:09:45.199,0.430,0.053,0.858,-0.396
1604167785209,2020-10-31T14:09:45.209,0.440,0.058,0.864,-0.403
1604167785219,2020-10-31T14:09:45.219,0.450,0.076,0.866,-0.411
1604167785229,2020-10-31T14:09:45.229,0.460,0.106,0.840,-0.386
1604167785239,2020-10-31T14:09:45.239,0.470,0.126,0.824,-0.377
1604167785249,2020-10-31T14:09:45.249,0.480,0.137,0.832,-0.367
1604167785259,2020-10-31T14:09:45.259,0.490,0.127,0.827,-0.355
1604167785269,2020-10-31T14:09:45.269,0.500,0.134,0.826,-0.347
1604167785279,2020-10-31T14:09:45.279,0.510,0.157,0.838,-0.360
1604167785289,2020-10-31T14:09:45.289,0.520,0.182,0.853,-0.391
1604167785299,2020-10-31T14:09:45.299,0.530,0.228,0.874,-0.439
1604167785309,2020-10-31T14:09:45.309,0.540,0.301,0.919,-0.476
1604167785319,2020-10-31T14:09:45.319,0.550,0.354,0.974,-0.501
1604167785329,2020-10-31T14:09:45.329,0.560,0.363,1.061,-0.509
1604167785339,2020-10-31T14:09:45.339,0.570,0.372,1.162,-0.512
1604167785349,2020-10-31T14:09:45.349,0.580,0.387,1.219,-0.473
1604167785359,2020-10-31T14:09:45.359,0.590,0.397,1.243,-0.424
1604167785369,2020-10-31T14:09:45.369,0.600,0.391,1.265,-0.394
1604167785379,2020-10-31T14:09:45.379,0.610,0.382,1.293,-0.368
1604167785389,2020-10-31T14:09:45.389,0.620,0.389,1.326,-0.381
1604167785399,2020-10-31T14:09:45.399,0.630,0.424,1.353,-0.398
1604167785409,2020-10-31T14:09:45.409,0.640,0.440,1.366,-0.408
1604167785419,2020-10-31T14:09:45.419,0.650,0.420,1.386,-0.411
1604167785429,2020-10-31T14:09:45.429,0.660,0.374,1.429,-0.442
