epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1604159776127,2020-10-31T11:56:16.127,0.000,0.868,0.447,-0.148
1604159776137,2020-10-31T11:56:16.137,0.010,0.867,0.457,-0.151
1604159776147,2020-10-31T11:56:16.147,0.020,0.854,0.464,-0.154
1604159776157,2020-10-31T11:56:16.157,0.030,0.843,0.474,-0.162
1604159776167,2020-10-31T11:56:16.167,0.040,0.836,0.484,-0.175
1604159776177,2020-10-31T11:56:16.177,0.050,0.835,0.482,-0.182
1604159776187,2020-10-31T11:56:16.187,0.060,0.835,0.478,-0.191
1604159776197,2020-10-31T11:56:16.197,0.070,0.844,0.466,-0.191
1604159776207,2020-10-31T11:56:16.207,0.080,0.852,0.456,-0.193
1604159776217,2020-10-31T11:56:16.217,0.090,0.853,0.452,-0.194
1604159776227,2020-10-31T11:56:16.227,0.100,0.854,0.451,-0.194
1604159776237,2020-10-31T11:56:16.237,0.110,0.855,0.453,-0.197
1604159776247,2020-10-31T11:56:16.247,0.120,0.854,0.455,-0.196
1604159776257,2020-10-31T11:56:16.257,0.130,0.853,0.465,-0.197
1604159776267,2020-10-31T11:56:16.267,0.140,0.862,0.472,-0.200
1604159776277,2020-10-31T11:56:16.277,0.150,0.863,0.470,-0.200
1604159776287,2020-10-31T11:56:16.287,0.160,0.874,0.469,-0.194
1604159776297,2020-10-31T11:56:16.297,0.170,0.880,0.462,-0.189
1604159776307,2020-10-31T11:56:16.307,0.180,0.881,0.463,-0.186
1604159776317,2020-10-31T11:56:16.317,0.190,0.886,0.465,-0.179
1604159776327,2020-10-31T11:56:16.327,0.200,0.885,0.471,-0.173
1604159776337,2020-10-31T11:56:16.337,0.210,0.885,0.483,-0.175
1604159776347,2020-10-31T11:56:16.347,0.220,0.886,0.508,-0.181
1604159776357,2020-10-31T11:56:16.357,0.230,0.882,0.517,-0.184
1604159776367,2020-10-31T11:56:16.367,0.240,0.875,0.512,-0.163
1604159776377,2020-10-31T11:56:16.377,0.250,0.864,0.524,-0.174
1604159776387,2020-10-31T11:56:16.387,0.260,0.844,0.518,-0.167
1604159776397,2020-10-31T11:56:16.397,0.270,0.838,0.501,-0.154
1604159776407,2020-10-31T11:56:16.407,0.280,0.831,0.470,-0.119
1604159776417,2020-10-31T11:56:16.417,0.290,0.832,0.448,-0.101
1604159776427,2020-10-31T11:56:16.427,0.300,0.822,0.454,-0.100
1604159776437,2020-10-31T11:56:16.437,0.310,0.819,0.473,-0.106
1604159776447,2020-10-31T11:56:16.447,0.320,0.814,0.486,-0.103
1604159776457,2020-10-31T11:56:16.457,0.330,0.805,0.499,-0.101
1604159776467,2020-10-31T11:56:16.467,0.340,0.809,0.504,-0.099
1604159776477,2020-10-31T11:56:16.477,0.350,0.800,0.505,-0.099
1604159776487,2020-10-31T11:56:16.487,0.360,0.793,0.510,-0.103
1604159776497,2020-10-31T11:56:16.497,0.370,0.788,0.504,-0.091
1604159776507,2020-10-31T11:56:16.507,0.380,0.785,0.497,-0.083
1604159776517,2020-10-31T11:56:16.517,0.390,0.781,0.506,-0.085
1604159776527,2020-10-31T11:56:16.527,0.400,0.776,0.515,-0.085
1604159776537,2020-10-31T11:56:16.537,0.410,0.772,0.530,-0.087
1604159776547,2020-10-31T11:56:16.547,0.420,0.763,0.548,-0.088
1604159776557,2020-10-31T11:56:16.557,0.430,0.758,0.571,-0.103
1604159776567,2020-10-31T11:56:16.567,0.440,0.758,0.591,-0.104
1604159776577,2020-10-31T11:56:16.577,0.450,0.749,0.605,-0.104
