epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1627847301811,2021-08-01T15:48:21.811,0.000,0.488,-0.061,-1.768
1627847301821,2021-08-01T15:48:21.821,0.010,0.671,-0.122,-1.341
1627847301831,2021-08-01T15:48:21.831,0.020,0.610,0.122,-1.341
1627847301841,2021-08-01T15:48:21.841,0.030,0.732,0.061,-1.037
1627847301851,2021-08-01T15:48:21.851,0.040,0.427,0.061,-0.793
1627847301861,2021-08-01T15:48:21.861,0.050,0.427,0.000,-0.671
1627847301871,2021-08-01T15:48:21.871,0.060,0.366,-0.061,-0.488
1627847301881,2021-08-01T15:48:21.881,0.070,0.366,0.061,-0.488
1627847301891,2021-08-01T15:48:21.891,0.080,0.488,0.183,-0.732
1627847301901,2021-08-01T15:48:21.901,0.090,0.366,0.244,-0.671
1627847301911,2021-08-01T15:48:21.911,0.100,0.000,0.183,-0.671
1627847301921,2021-08-01T15:48:21.921,0.110,-0.183,0.183,-0.854
1627847301931,2021-08-01T15:48:21.931,0.120,-0.305,0.305,-0.976
1627847301941,2021-08-01T15:48:21.941,0.130,-0.488,0.427,-1.037
1627847301951,2021-08-01T15:48:21.951,0.140,-0.427,0.671,-1.159
1627847301961,2021-08-01T15:48:21.961,0.150,-0.427,0.854,-1.098
1627847301971,2021-08-01T15:48:21.971,0.160,-0.488,0.915,-1.037
1627847301981,2021-08-01T15:48:21.981,0.170,-0.549,0.976,-0.915
1627847301991,2021-08-01T15:48:21.991,0.180,-0.549,1.037,-0.915
1627847302001,2021-08-01T15:48:22.001,0.190,-0.427,0.915,-1.037
1627847302011,2021-08-01T15:48:22.011,0.200,-0.244,0.854,-0.976
1627847302021,2021-08-01T15:48:22.021,0.210,-0.061,0.793,-1.037
1627847302031,2021-08-01T15:48:22.031,0.220,-0.122,0.610,-0.915
1627847302041,2021-08-01T15:48:22.041,0.230,0.061,0.366,-0.732
1627847302051,2021-08-01T15:48:22.051,0.240,-0.061,0.122,-0.671
1627847302061,2021-08-01T15:48:22.061,0.250,-0.244,-0.122,-0.671
1627847302071,2021-08-01T15:48:22.071,0.260,-0.244,-0.183,-0.732
1627847302081,2021-08-01T15:48:22.081,0.270,0.122,-0.061,-0.854
1627847302091,2021-08-01T15:48:22.091,0.280,0.244,0.061,-0.793
1627847302101,2021-08-01T15:48:22.101,0.290,0.122,0.000,-0.610
1627847302111,2021-08-01T15:48:22.111,0.300,0.122,0.061,-0.610
1627847302121,2021-08-01T15:48:22.121,0.310,0.061,0.122,-0.549
1627847302131,2021-08-01T15:48:22.131,0.320,0.000,0.061,-0.366
1627847302141,2021-08-01T15:48:22.141,0.330,-0.122,0.061,-0.366
1627847302151,2021-08-01T15:48:22.151,0.340,-0.244,0.244,-0.427
1627847302161,2021-08-01T15:48:22.161,0.350,-0.122,0.305,-0.610
1627847302171,2021-08-01T15:48:22.171,0.360,-0.183,0.366,-0.732
1627847302181,2021-08-01T15:48:22.181,0.370,-0.305,0.488,-0.854
1627847302191,2021-08-01T15:48:22.191,0.380,-0.366,0.427,-0.854
1627847302201,2021-08-01T15:48:22.201,0.390,-0.244,0.610,-0.854
1627847302211,2021-08-01T15:48:22.211,0.400,-0.061,0.732,-0.732
1627847302221,2021-08-01T15:48:22.221,0.410,-0.183,0.793,-0.549
1627847302231,2021-08-01T15:48:22.231,0.420,-0.305,0.854,-0.427
1627847302241,2021-08-01T15:48:22.241,0.430,-0.366,0.915,-0.366
1627847302251,2021-08-01T15:48:22.251,0.440,-0.244,0.854,-0.244
1627847302261,2021-08-01T15:48:22.261,0.450,-0.183,0.854,-0.244
1627847302271,2021-08-01T15:48:22.271,0.460,-0.183,0.732,-0.366
1627847302281,2021-08-01T15:48:22.281,0.470,-0.061,0.610,-0.488
