epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1604163188136,2020-10-31T12:53:08.136,0.000,0.451,0.870,-0.235
1604163188146,2020-10-31T12:53:08.146,0.010,0.452,0.880,-0.231
1604163188156,2020-10-31T12:53:08.156,0.020,0.450,0.883,-0.226
1604163188166,2020-10-31T12:53:08.166,0.030,0.450,0.878,-0.222
1604163188176,2020-10-31T12:53:08.176,0.040,0.448,0.870,-0.215
1604163188186,2020-10-31T12:53:08.186,0.050,0.443,0.863,-0.209
1604163188196,2020-10-31T12:53:08.196,0.060,0.435,0.858,-0.202
1604163188206,2020-10-31T12:53:08.206,0.070,0.428,0.852,-0.199
1604163188216,2020-10-31T12:53:08.216,0.080,0.421,0.857,-0.202
1604163188226,2020-10-31T12:53:08.226,0.090,0.407,0.865,-0.205
1604163188236,2020-10-31T12:53:08.236,0.100,0.397,0.861,-0.207
1604163188246,2020-10-31T12:53:08.246,0.110,0.388,0.855,-0.204
1604163188256,2020-10-31T12:53:08.256,0.120,0.386,0.845,-0.200
1604163188266,2020-10-31T12:53:08.266,0.130,0.383,0.831,-0.193
1604163188276,2020-10-31T12:53:08.276,0.140,0.385,0.813,-0.188
1604163188286,2020-10-31T12:53:08.286,0.150,0.383,0.798,-0.187
1604163188296,2020-10-31T12:53:08.296,0.160,0.382,0.789,-0.182
1604163188306,2020-10-31T12:53:08.306,0.170,0.376,0.784,-0.176
1604163188316,2020-10-31T12:53:08.316,0.180,0.374,0.777,-0.173
1604163188326,2020-10-31T12:53:08.326,0.190,0.369,0.775,-0.171
1604163188336,2020-10-31T12:53:08.336,0.200,0.363,0.772,-0.165
1604163188346,2020-10-31T12:53:08.346,0.210,0.357,0.766,-0.156
1604163188356,2020-10-31T12:53:08.356,0.220,0.363,0.769,-0.159
1604163188366,2020-10-31T12:53:08.366,0.230,0.374,0.782,-0.165
1604163188376,2020-10-31T12:53:08.376,0.240,0.381,0.794,-0.167
1604163188386,2020-10-31T12:53:08.386,0.250,0.393,0.801,-0.162
1604163188396,2020-10-31T12:53:08.396,0.260,0.406,0.813,-0.164
1604163188406,2020-10-31T12:53:08.406,0.270,0.408,0.838,-0.171
1604163188416,2020-10-31T12:53:08.416,0.280,0.415,0.853,-0.172
1604163188426,2020-10-31T12:53:08.426,0.290,0.421,0.854,-0.165
1604163188436,2020-10-31T12:53:08.436,0.300,0.420,0.856,-0.163
1604163188446,2020-10-31T12:53:08.446,0.310,0.427,0.858,-0.169
1604163188456,2020-10-31T12:53:08.456,0.320,0.435,0.858,-0.175
1604163188466,2020-10-31T12:53:08.466,0.330,0.439,0.851,-0.175
1604163188476,2020-10-31T12:53:08.476,0.340,0.442,0.834,-0.172
1604163188486,2020-10-31T12:53:08.486,0.350,0.445,0.815,-0.171
1604163188496,2020-10-31T12:53:08.496,0.360,0.446,0.797,-0.167
1604163188506,2020-10-31T12:53:08.506,0.370,0.441,0.784,-0.170
1604163188516,2020-10-31T12:53:08.516,0.380,0.437,0.770,-0.167
1604163188526,2020-10-31T12:53:08.526,0.390,0.428,0.760,-0.165
1604163188536,2020-10-31T12:53:08.536,0.400,0.417,0.756,-0.168
1604163188546,2020-10-31T12:53:08.546,0.410,0.410,0.740,-0.162
1604163188556,2020-10-31T12:53:08.556,0.420,0.413,0.728,-0.153
1604163188566,2020-10-31T12:53:08.566,0.430,0.405,0.722,-0.148
1604163188576,2020-10-31T12:53:08.576,0.440,0.400,0.716,-0.146
1604163188586,2020-10-31T12:53:08.586,0.450,0.396,0.718,-0.155
1604163188596,2020-10-31T12:53:08.596,0.460,0.388,0.717,-0.154
1604163188606,2020-10-31T12:53:08.606,0.470,0.380,0.714,-0.152
1604163188616,2020-10-31T12:53:08.616,0.480,0.374,0.716,-0.156
1604163188626,2020-10-31T12:53:08.626,0.490,0.364,0.714,-0.152
1604163188636,2020-10-31T12:53:08.636,0.500,0.350,0.725,-0.157
1604163188646,2020-10-31T12:53:08.646,0.510,0.335,0.738,-0.167
1604163188656,2020-10-31T12:53:08.656,0.520,0.328,0.730,-0.162
1604163188666,2020-10-31T12:53:08.666,0.530,0.320,0.742,-0.159
1604163188676,2020-10-31T12:53:08.676,0.540,0.310,0.747,-0.165
1604163188686,2020-10-31T12:53:08.686,0.550,0.318,0.701,-0.139
1604163188696,2020-10-31T12:53:08.696,0.560,0.338,0.676,-0.117
1604163188706,2020-10-31T12:53:08.706,0.570,0.349,0.684,-0.117
1604163188716,2020-10-31T12:53:08.716,0.580,0.362,0.690,-0.122
1604163188726,2020-10-31T12:53:08.726,0.590,0.362,0.709,-0.127
1604163188736,2020-10-31T12:53:08.736,0.600,0.358,0.722,-0.129
