epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1604163551992,2020-10-31T12:59:11.992,0.000,0.380,0.787,-0.428
1604163552002,2020-10-31T12:59:12.002,0.010,0.383,0.784,-0.426
1604163552012,2020-10-31T12:59:12.012,0.020,0.384,0.781,-0.425
1604163552022,2020-10-31T12:59:12.022,0.030,0.385,0.775,-0.416
1604163552032,2020-10-31T12:59:12.032,0.040,0.383,0.762,-0.407
1604163552042,2020-10-31T12:59:12.042,0.050,0.378,0.757,-0.399
1604163552052,2020-10-31T12:59:12.052,0.060,0.374,0.759,-0.395
1604163552062,2020-10-31T12:59:12.062,0.070,0.368,0.767,-0.396
1604163552072,2020-10-31T12:59:12.072,0.080,0.358,0.773,-0.394
1604163552082,2020-10-31T12:59:12.082,0.090,0.353,0.778,-0.396
1604163552092,2020-10-31T12:59:12.092,0.100,0.350,0.779,-0.390
1604163552102,2020-10-31T12:59:12.102,0.110,0.350,0.773,-0.385
1604163552112,2020-10-31T12:59:12.112,0.120,0.348,0.772,-0.388
1604163552122,2020-10-31T12:59:12.122,0.130,0.350,0.778,-0.387
1604163552132,2020-10-31T12:59:12.132,0.140,0.359,0.791,-0.394
1604163552142,2020-10-31T12:59:12.142,0.150,0.359,0.800,-0.399
1604163552152,2020-10-31T12:59:12.152,0.160,0.370,0.803,-0.396
1604163552162,2020-10-31T12:59:12.162,0.170,0.379,0.818,-0.401
1604163552172,2020-10-31T12:59:12.172,0.180,0.387,0.837,-0.407
1604163552182,2020-10-31T12:59:12.182,0.190,0.392,0.859,-0.413
1604163552192,2020-10-31T12:59:12.192,0.200,0.398,0.870,-0.416
1604163552202,2020-10-31T12:59:12.202,0.210,0.401,0.861,-0.407
1604163552212,2020-10-31T12:59:12.212,0.220,0.402,0.851,-0.401
1604163552222,2020-10-31T12:59:12.222,0.230,0.402,0.841,-0.387
1604163552232,2020-10-31T12:59:12.232,0.240,0.402,0.836,-0.375
1604163552242,2020-10-31T12:59:12.242,0.250,0.401,0.833,-0.368
1604163552252,2020-10-31T12:59:12.252,0.260,0.395,0.846,-0.364
1604163552262,2020-10-31T12:59:12.262,0.270,0.395,0.882,-0.375
1604163552272,2020-10-31T12:59:12.272,0.280,0.409,0.906,-0.385
1604163552282,2020-10-31T12:59:12.282,0.290,0.427,0.911,-0.385
1604163552292,2020-10-31T12:59:12.292,0.300,0.438,0.906,-0.382
1604163552302,2020-10-31T12:59:12.302,0.310,0.458,0.908,-0.368
1604163552312,2020-10-31T12:59:12.312,0.320,0.471,0.974,-0.382
1604163552322,2020-10-31T12:59:12.322,0.330,0.478,1.076,-0.420
1604163552332,2020-10-31T12:59:12.332,0.340,0.489,1.094,-0.413
1604163552342,2020-10-31T12:59:12.342,0.350,0.499,1.024,-0.360
1604163552352,2020-10-31T12:59:12.352,0.360,0.493,0.987,-0.330
1604163552362,2020-10-31T12:59:12.362,0.370,0.495,0.970,-0.296
1604163552372,2020-10-31T12:59:12.372,0.380,0.494,0.941,-0.262
1604163552382,2020-10-31T12:59:12.382,0.390,0.486,0.902,-0.234
1604163552392,2020-10-31T12:59:12.392,0.400,0.485,0.842,-0.193
