epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1604162783434,2020-10-31T12:46:23.434,0.000,0.490,0.835,-0.157
1604162783444,2020-10-31T12:46:23.444,0.010,0.496,0.845,-0.156
1604162783454,2020-10-31T12:46:23.454,0.020,0.494,0.841,-0.157
1604162783464,2020-10-31T12:46:23.464,0.030,0.494,0.838,-0.156
1604162783474,2020-10-31T12:46:23.474,0.040,0.493,0.832,-0.151
1604162783484,2020-10-31T12:46:23.484,0.050,0.494,0.830,-0.154
1604162783494,2020-10-31T12:46:23.494,0.060,0.491,0.831,-0.157
1604162783504,2020-10-31T12:46:23.504,0.070,0.488,0.834,-0.158
1604162783514,2020-10-31T12:46:23.514,0.080,0.490,0.835,-0.156
1604162783524,2020-10-31T12:46:23.524,0.090,0.486,0.834,-0.157
1604162783534,2020-10-31T12:46:23.534,0.100,0.484,0.834,-0.160
1604162783544,2020-10-31T12:46:23.544,0.110,0.481,0.836,-0.163
1604162783554,2020-10-31T12:46:23.554,0.120,0.483,0.837,-0.164
1604162783564,2020-10-31T12:46:23.564,0.130,0.483,0.840,-0.166
1604162783574,2020-10-31T12:46:23.574,0.140,0.482,0.843,-0.167
1604162783584,2020-10-31T12:46:23.584,0.150,0.481,0.840,-0.165
1604162783594,2020-10-31T12:46:23.594,0.160,0.478,0.841,-0.165
1604162783604,2020-10-31T12:46:23.604,0.170,0.483,0.834,-0.164
1604162783614,2020-10-31T12:46:23.614,0.180,0.485,0.833,-0.164
1604162783624,2020-10-31T12:46:23.624,0.190,0.482,0.824,-0.161
1604162783634,2020-10-31T12:46:23.634,0.200,0.484,0.826,-0.160
1604162783644,2020-10-31T12:46:23.644,0.210,0.488,0.832,-0.167
1604162783654,2020-10-31T12:46:23.654,0.220,0.493,0.836,-0.175
1604162783664,2020-10-31T12:46:23.664,0.230,0.501,0.837,-0.178
1604162783674,2020-10-31T12:46:23.674,0.240,0.512,0.836,-0.173
1604162783684,2020-10-31T12:46:23.684,0.250,0.514,0.835,-0.174
1604162783694,2020-10-31T12:46:23.694,0.260,0.513,0.833,-0.177
1604162783704,2020-10-31T12:46:23.704,0.270,0.513,0.833,-0.177
1604162783714,2020-10-31T12:46:23.714,0.280,0.514,0.839,-0.185
1604162783724,2020-10-31T12:46:23.724,0.290,0.510,0.833,-0.188
1604162783734,2020-10-31T12:46:23.734,0.300,0.505,0.830,-0.186
1604162783744,2020-10-31T12:46:23.744,0.310,0.503,0.833,-0.186
1604162783754,2020-10-31T12:46:23.754,0.320,0.501,0.830,-0.184
1604162783764,2020-10-31T12:46:23.764,0.330,0.500,0.826,-0.183
1604162783774,2020-10-31T12:46:23.774,0.340,0.500,0.829,-0.185
1604162783784,2020-10-31T12:46:23.784,0.350,0.496,0.831,-0.187
1604162783794,2020-10-31T12:46:23.794,0.360,0.491,0.834,-0.187
1604162783804,2020-10-31T12:46:23.804,0.370,0.492,0.834,-0.187
1604162783814,2020-10-31T12:46:23.814,0.380,0.491,0.834,-0.186
1604162783824,2020-10-31T12:46:23.824,0.390,0.494,0.837,-0.186
1604162783834,2020-10-31T12:46:23.834,0.400,0.493,0.834,-0.182
1604162783844,2020-10-31T12:46:23.844,0.410,0.494,0.833,-0.183
1604162783854,2020-10-31T12:46:23.854,0.420,0.497,0.835,-0.183
1604162783864,2020-10-31T12:46:23.864,0.430,0.497,0.839,-0.183
1604162783874,2020-10-31T12:46:23.874,0.440,0.501,0.836,-0.185
1604162783884,2020-10-31T12:46:23.884,0.450,0.500,0.838,-0.185
1604162783894,2020-10-31T12:46:23.894,0.460,0.497,0.840,-0.189
1604162783904,2020-10-31T12:46:23.904,0.470,0.498,0.833,-0.187
1604162783914,2020-10-31T12:46:23.914,0.480,0.500,0.836,-0.191
1604162783924,2020-10-31T12:46:23.924,0.490,0.498,0.838,-0.197
1604162783934,2020-10-31T12:46:23.934,0.500,0.499,0.843,-0.199
1604162783944,2020-10-31T12:46:23.944,0.510,0.493,0.834,-0.196
1604162783954,2020-10-31T12:46:23.954,0.520,0.496,0.831,-0.195
1604162783964,2020-10-31T12:46:23.964,0.530,0.495,0.854,-0.204
1604162783974,2020-10-31T12:46:23.974,0.540,0.498,0.880,-0.216
1604162783984,2020-10-31T12:46:23.984,0.550,0.503,0.869,-0.207
1604162783994,2020-10-31T12:46:23.994,0.560,0.498,0.846,-0.198
1604162784004,2020-10-31T12:46:24.004,0.570,0.491,0.843,-0.192
1604162784014,2020-10-31T12:46:24.014,0.580,0.497,0.859,-0.197
1604162784024,2020-10-31T12:46:24.024,0.590,0.495,0.876,-0.203
1604162784034,2020-10-31T12:46:24.034,0.600,0.490,0.894,-0.204
1604162784044,2020-10-31T12:46:24.044,0.610,0.490,0.896,-0.205
1604162784054,2020-10-31T12:46:24.054,0.620,0.487,0.887,-0.200
1604162784064,2020-10-31T12:46:24.064,0.630,0.485,0.878,-0.192
1604162784074,2020-10-31T12:46:24.074,0.640,0.484,0.870,-0.186
1604162784084,2020-10-31T12:46:24.084,0.650,0.482,0.858,-0.180
1604162784094,2020-10-31T12:46:24.094,0.660,0.478,0.850,-0.172
1604162784104,2020-10-31T12:46:24.104,0.670,0.473,0.848,-0.169
1604162784114,2020-10-31T12:46:24.114,0.680,0.472,0.846,-0.166
1604162784124,2020-10-31T12:46:24.124,0.690,0.470,0.852,-0.164
1604162784134,2020-10-31T12:46:24.134,0.700,0.469,0.850,-0.158
1604162784144,2020-10-31T12:46:24.144,0.710,0.465,0.852,-0.149
1604162784154,2020-10-31T12:46:24.154,0.720,0.461,0.852,-0.146
1604162784164,2020-10-31T12:46:24.164,0.730,0.457,0.853,-0.147
1604162784174,2020-10-31T12:46:24.174,0.740,0.457,0.869,-0.149
1604162784184,2020-10-31T12:46:24.184,0.750,0.462,0.880,-0.147
1604162784194,2020-10-31T12:46:24.194,0.760,0.463,0.872,-0.139
1604162784204,2020-10-31T12:46:24.204,0.770,0.454,0.860,-0.135
1604162784214,2020-10-31T12:46:24.214,0.780,0.449,0.855,-0.134
1604162784224,2020-10-31T12:46:24.224,0.790,0.444,0.851,-0.129
1604162784234,2020-10-31T12:46:24.234,0.800,0.443,0.840,-0.124
1604162784244,2020-10-31T12:46:24.244,0.810,0.446,0.830,-0.118
1604162784254,2020-10-31T12:46:24.254,0.820,0.445,0.826,-0.120
1604162784264,2020-10-31T12:46:24.264,0.830,0.440,0.821,-0.123
1604162784274,2020-10-31T12:46:24.274,0.840,0.437,0.817,-0.126
1604162784284,2020-10-31T12:46:24.284,0.850,0.432,0.820,-0.131
1604162784294,2020-10-31T12:46:24.294,0.860,0.425,0.817,-0.129
1604162784304,2020-10-31T12:46:24.304,0.870,0.423,0.814,-0.135
1604162784314,2020-10-31T12:46:24.314,0.880,0.425,0.818,-0.139
1604162784324,2020-10-31T12:46:24.324,0.890,0.429,0.822,-0.144
1604162784334,2020-10-31T12:46:24.334,0.900,0.432,0.821,-0.144
1604162784344,2020-10-31T12:46:24.344,0.910,0.434,0.820,-0.144
1604162784354,2020-10-31T12:46:24.354,0.920,0.434,0.818,-0.141
1604162784364,2020-10-31T12:46:24.364,0.930,0.436,0.819,-0.140
1604162784374,2020-10-31T12:46:24.374,0.940,0.441,0.814,-0.138
1604162784384,2020-10-31T12:46:24.384,0.950,0.443,0.807,-0.133
1604162784394,2020-10-31T12:46:24.394,0.960,0.441,0.808,-0.135
1604162784404,2020-10-31T12:46:24.404,0.970,0.442,0.815,-0.135
1604162784414,2020-10-31T12:46:24.414,0.980,0.444,0.813,-0.133
1604162784424,2020-10-31T12:46:24.424,0.990,0.446,0.813,-0.133
1604162784434,2020-10-31T12:46:24.434,1.000,0.448,0.827,-0.138
1604162784444,2020-10-31T12:46:24.444,1.010,0.450,0.838,-0.139
1604162784454,2020-10-31T12:46:24.454,1.020,0.453,0.853,-0.146
1604162784464,2020-10-31T12:46:24.464,1.030,0.453,0.865,-0.150
1604162784474,2020-10-31T12:46:24.474,1.040,0.460,0.866,-0.147
1604162784484,2020-10-31T12:46:24.484,1.050,0.463,0.877,-0.147
1604162784494,2020-10-31T12:46:24.494,1.060,0.462,0.887,-0.148
1604162784504,2020-10-31T12:46:24.504,1.070,0.460,0.885,-0.144
1604162784514,2020-10-31T12:46:24.514,1.080,0.459,0.875,-0.139
1604162784524,2020-10-31T12:46:24.524,1.090,0.458,0.874,-0.143
1604162784534,2020-10-31T12:46:24.534,1.100,0.456,0.873,-0.146
1604162784544,2020-10-31T12:46:24.544,1.110,0.453,0.868,-0.146
1604162784554,2020-10-31T12:46:24.554,1.120,0.449,0.863,-0.143
